,Geo_FIPS,Geo_TRACT,concentrated_disadvantage,commute_time,median_household_income,total_population,pop_below_18,pop_between_18_34,pop_between_34_65,pop_over_65,cars_per_home
128,06037119002,119002,-0.5551191578104584,31.0,79846.0,8052,1853,2389,2884,926,1.8600275355667737
129,06037119201,119201,0.058028278717795576,30.0,74012.0,4289,1086,1272,1468,463,1.8279569892473118
130,06037119202,119202,-0.7283702603462018,30.0,64196.0,4723,1063,1316,1780,564,1.2684766214177978
131,06037119310,119310,0.3977035004070096,34.0,47049.0,4085,837,988,1699,561,0.8026809651474531
132,06037119320,119320,0.5547211135309229,34.0,63375.0,4761,1288,1469,1673,331,0.6406174626145683
133,06037119340,119340,1.7624506578704162,33.0,29891.0,4032,1446,1216,1245,125,0.22379032258064516
134,06037119341,119341,-0.2510296074642718,35.0,47778.0,2877,528,797,1110,442,0.6164179104477612
135,06037119342,119342,0.8507426667822795,34.0,52083.0,3092,898,857,1137,200,1.0247524752475248
136,06037119400,119400,-0.19006602554050736,31.0,81711.0,5426,1129,1523,2205,569,1.960812772133527
137,06037119700,119700,-1.2730544486922528,29.0,79986.0,5076,1114,1033,2197,732,1.387328543435663
138,06037119800,119800,-0.9008883937000141,31.0,74906.0,6130,1169,1975,2334,652,1.5315614617940199
139,06037119900,119900,-0.6566631315240457,31.0,74183.0,4998,1093,1254,2033,618,1.4356087262491204
140,06037120010,120010,0.2623144884970137,34.0,50500.0,2701,642,801,1009,249,1.1869767441860466
141,06037120020,120020,0.7917247160440447,26.0,32551.0,3853,888,1069,1565,331,0.4630518234165067
142,06037120030,120030,0.9834530645852595,29.0,27162.0,2683,775,690,975,243,0.24912033779028853
143,06037120103,120103,1.5069256540639366,30.0,28073.0,3399,1215,944,1104,136,0.2746305418719212
144,06037120104,120104,0.120218397147372,34.0,36375.0,2236,514,695,851,176,0.1330150068212824
145,06037120105,120105,0.5191673725290641,33.0,32202.0,2872,766,563,1101,442,0.7478491065519524
146,06037120106,120106,1.22643161992593,37.0,31897.0,4663,1551,1176,1659,277,0.2002694207453974
147,06037120107,120107,1.718204103340494,32.0,27986.0,3703,1389,853,1319,142,0.09560975609756098
148,06037120108,120108,1.103895849182247,32.0,36707.0,4754,1205,1274,1874,401,0.2994858611825193
149,06037120300,120300,-0.4411822159979418,31.0,67241.0,5190,992,1358,2215,625,1.426383981154299
150,06037120400,120400,0.21855011469165112,27.0,51554.0,6664,1339,1919,2592,814,0.7493012856344327
151,06037121010,121010,-0.021443172116874763,35.0,64135.0,4901,1064,1318,1830,689,1.0874617737003058
152,06037121020,121020,-0.2741865727214655,31.0,50685.0,3617,723,1120,1469,305,0.9349544072948328
153,06037121101,121101,0.7352598383098126,30.0,50833.0,2900,683,848,1175,194,0.6671280276816609
154,06037121102,121102,-0.4798031465300035,29.0,46628.0,2724,575,602,1105,442,0.9963669391462306
155,06037121210,121210,-0.3551265049926859,33.0,62109.0,3066,617,710,1176,563,1.2723048327137547
156,06037121221,121221,-0.18290291759996194,28.0,60278.0,2402,481,701,949,271,1.645658263305322
157,06037121222,121222,-0.025388518760485895,30.0,48883.0,5378,1646,1630,1757,345,0.7259941804073715
158,06037121600,121600,-1.008561067666945,36.0,78750.0,2542,346,595,1164,437,1.1201923076923077
159,06037121801,121801,0.8255448875191524,33.0,34628.0,2999,628,798,1245,328,0.33473684210526317
160,06037121802,121802,-0.9135001442960995,34.0,64293.0,3249,699,881,1284,385,1.5232690124858115
161,06037121900,121900,1.0127799556398418,30.0,52708.0,3657,679,1144,1373,461,1.5601816805450417
162,06037122000,122000,-0.3678575094566312,28.0,72715.0,6287,1168,1735,2475,909,1.2987012987012987
163,06037122120,122120,0.3001866177534024,27.0,54722.0,4616,1101,1330,1724,461,0.9627289955780164
164,06037122121,122121,0.08532463438095346,28.0,49318.0,2593,484,777,994,338,1.0558659217877095
165,06037122122,122122,-0.12688643494125448,26.0,40156.0,2652,736,782,908,226,0.739961759082218
166,06037122200,122200,-0.0516784570388353,30.0,58818.0,3739,974,914,1516,335,1.2034149962880476
167,06037122410,122410,1.3691904037318319,31.0,31397.0,3588,899,1122,1208,359,0.3629380700912146
168,06037122420,122420,0.09759500668362041,30.0,42000.0,4381,1008,1213,1874,286,0.6611570247933884
169,06037123010,123010,0.28690009986429865,34.0,32768.0,3959,1122,1051,1395,391,0.6630743051616562
170,06037123020,123020,0.09794515792743837,32.0,51042.0,3343,785,971,1253,334,1.2548330404217927
171,06037123103,123103,0.8822834282043254,29.0,45000.0,3883,903,1088,1417,475,0.4338403041825095
172,06037123104,123104,-0.026086780963772923,25.0,43012.0,4537,1155,1080,1727,575,0.48167155425219943
173,06037123203,123203,0.5663474035492346,28.0,39454.0,3880,1066,1123,1456,235,0.3412366341236634
174,06037123204,123204,0.21184007760861268,30.0,39970.0,3004,652,984,1204,164,0.3155021834061135
175,06037123205,123205,-0.03292356976764162,30.0,46295.0,2615,604,781,1048,182,0.5603197674418605
