,Station,Address,lat,lon,zipcode,Geo_FIPS,concentrated_disadvantage,commute_time,cars_per_home,median_household_income,ev_car_zip_count,total_population,pop_below_18,pop_between_18_34,pop_between_34_65,pop_over_65
141,AUI-10380,"4319 Whitsett Ave, Los Angeles, CA",34.14920499999999,-118.4054894,91604,6037143500,0.20431671504928,33.0,0.28365515365787325,91563.0,947,5241,1179,990,2484,588
142,AUI-10373,"15450 Plummer St, Los Angeles, CA",34.2423921,-118.4691955,91343,6037117201,-0.03321839736943778,28.0,0.6907571288102261,55750.0,391,4785,1433,1182,1549,621
143,AUI-10349,"11175 Glenoaks Blvd, Los Angeles, CA",34.273071400000006,-118.4114497,91331-2536,6037104701,1.938079067253172,30.0,0.4743742550655543,32036.0,229,4325,1505,1206,1302,312
144,AUI-10347,"9776 S Sepulveda Blvd, Los Angeles, CA",33.9474756,-118.3957034,90045-5802,6037980028,,,,,818,0,0,0,0,0
145,AUI-10355,"8932 Woodman Ave, Los Angeles, CA",34.232175700000006,-118.4378409,91331-6020,6037119800,-0.6707320278928619,31.0,1.53156146179402,74906.0,229,6130,1169,1975,2334,652
146,AUI-10351,"17415 Vanowen St, Los Angeles, CA",34.19388989999999,-118.5124217,91406,6037132001,-0.18571689677585565,28.0,0.8948701709943002,75000.0,469,3613,923,811,1470,409
147,AUI-10341,"4349 E Valley Blvd, Los Angeles, CA",34.063514,-118.19118,90032,6037201402,0.1366635032630607,33.0,1.2251867662753468,56698.0,283,5149,1090,1209,1759,1091
148,AUI-10337,"1751 Westwood Blvd, Los Angeles, CA",34.051089399999995,-118.4385126,90024-3990,6037265520,-0.08871967969028358,26.0,0.2436164669098489,102708.0,823,4894,732,1578,1846,738
149,AUI-10378,"6959 Esplanade St, Los Angeles, CA",33.958586700000005,-118.4492361,90293,6037278102,-0.6873638269221036,31.0,0.4503851381966471,138456.0,268,3063,219,798,1516,530
150,AUI-10366,"1248 Westwood Blvd, Los Angeles, CA",34.05788870000001,-118.4431004,90024,6037265510,0.8466424879298937,22.0,0.05183431952662722,52917.0,823,4786,396,2971,960,459
151,AUI-10336,"4839 Laurel Canyon Blvd, Los Angeles, CA",34.15887379999999,-118.3968676,91607,6037124000,0.4625438214769731,28.0,0.5410539215686274,84201.0,459,5131,953,1362,1975,841
152,AUI-10376,"7428 S Sepulveda Blvd, Los Angeles, CA",33.9731993,-118.3948075,90045,6037277000,-0.8073810018076243,30.0,0.6801575931232091,138542.0,818,5436,1026,1066,2235,1109
153,AUI-10382,"10654 W Magnolia Blvd, Los Angeles, CA",34.1648054,-118.36349640000002,91601,6037125501,0.2259276502635271,33.0,0.2662860980523841,47227.0,366,3127,349,1290,1308,180
154,AUI-10364,"6040 Jefferson Blvd, Los Angeles, CA",34.02042369999999,-118.380283,90016,6037702502,-0.23421623742125466,29.0,0.3760877790389709,86081.0,256,3983,752,553,1649,1029
155,AUI-10389,"5263 Packard, Los Angeles, CA",34.0507581,-118.3511493,90019,6037217100,-0.3331028927439653,30.0,0.2329766536964981,64298.0,512,6326,1075,1685,2904,662
156,AUI-10388,"9818 Reseda Blvd, Los Angeles, CA",34.249297,-118.535973,91324-2036,6037115201,-0.251629561451947,25.0,0.5949529512403764,63768.0,329,6909,841,2933,2405,730
157,AUI-10363,"8800 S Hoover St, Los Angeles, CA",33.9572904,-118.2863728,90044,6037240300,1.3652978363496833,34.0,0.3533133533133533,24368.0,89,5803,2103,1534,1798,368
158,AUI-10390,"9889 Beachy Ave, Los Angeles, CA",34.251165,-118.4415257,91331,6037119201,0.04407327882917717,30.0,1.827956989247312,74012.0,229,4289,1086,1272,1468,463
159,AUI-10385,"10645 Glenoaks Blvd, Los Angeles, CA",34.262751,-118.40008,91331,6037104704,0.5215081807051171,33.0,1.102642901044868,48581.0,229,4331,1261,1152,1549,369
160,AUI-10377,"2044 Reservoir St, Los Angeles, CA",34.07873,-118.262088,90026,6037195600,-0.11436779773384045,31.0,0.3559795253606329,70870.0,638,3178,403,987,1365,423
161,AUI-10352,"7178 Tujunga Ave, Los Angeles, CA",34.200786,-118.37893400000002,91605-5738,6037123010,0.2146812127825626,34.0,0.6630743051616562,32768.0,303,3959,1122,1051,1395,391
162,AUI-10383,"11169 Weddington St, Los Angeles, CA",34.1670008,-118.3748155,91601,6037125320,0.20589764669868554,29.0,0.20930232558139536,34681.0,366,5379,326,2681,1597,775
163,AUI-10367,"5441 E Valley Blvd, Los Angeles, CA",34.074090000000005,-118.164775,90032,6037201602,0.4511711570989905,33.0,1.082191780821918,59853.0,283,2780,551,717,1128,384
164,AUI-10365,"8935 Mason Ave, Los Angeles, CA",34.23246719999999,-118.5798093,91311,6037113421,0.21249191805739687,29.0,0.5301759133964817,61228.0,556,6810,1629,2102,2399,680
165,AUI-10379,"10949 Huston St, Los Angeles, CA",34.15992720000001,-118.3697512,91601,6037125501,0.2259276502635271,33.0,0.2662860980523841,47227.0,366,3127,349,1290,1308,180
166,AUI-10391,"10517 San Fernando Rd, Los Angeles, CA",34.26105,-118.417258,91331-2536,6037104610,0.20786368135872973,29.0,1.3330029732408326,60320.0,229,3504,911,966,1300,327
167,AUI-10381,"11185 Hindry Ave, Los Angeles, CA",33.9333653,-118.37237240000002,90045,6037980028,,,,,818,0,0,0,0,0
168,AUI-10357,"10634 Valparaiso St, Los Angeles, CA",34.0296115,-118.4149102,90034,6037269904,-0.18333397210273955,24.0,0.02044989775051125,68865.0,712,4039,479,1647,1669,244
169,AUI-10340,"4240 Fulton Ave, Los Angeles, CA",34.1478861,-118.4222236,91604,6037143902,-0.5915809556275726,32.0,0.5143769968051118,120781.0,947,2856,450,686,1256,464
170,AUI-10344,"4236 Longridge Ave, Los Angeles, CA",34.1474861,-118.42091440000002,91604,6037143902,-0.5915809556275726,32.0,0.5143769968051118,120781.0,947,2856,450,686,1256,464
171,AUI-10384,"7123 Tampa Ave, Los Angeles, CA",34.1998776,-118.5537878,91335,6037133000,0.01226493593819955,34.0,1.0476190476190477,67782.0,435,4449,935,977,1899,638
172,AUI-10358,"13214 Moorpark St, Los Angeles, CA",34.1500812,-118.4208748,91423,6037143500,0.20431671504928,33.0,0.28365515365787325,91563.0,849,5241,1179,990,2484,588
173,AUI-10361,"11048 Huston St, Los Angeles, CA",34.1601042,-118.3711679,91602,6037125401,-0.045152853054788715,37.0,0.2018575851393189,59824.0,428,4729,289,2731,1453,256
174,AUI-10362,"998 S Hobart Blvd, Los Angeles, CA",34.05281000000001,-118.30517,90005,6037213201,0.8854001498041876,34.0,0.1654551748009692,30335.0,177,4330,1224,810,1726,570
175,AUI-10359,"10919 S Figueroa St, Los Angeles, CA",33.9368695,-118.282841,90061,6037241202,1.3547828404168265,37.0,0.6640816326530612,40596.0,35,5436,1697,1321,1899,519
176,AUI-10261,"729 N North Spring St, Los Angeles, CA",34.06047,-118.237689,90012,6037207102,0.3865339685589967,29.0,0.07740324594257178,26327.0,1016,2866,346,849,872,799
