,Geo_FIPS,Geo_TRACT,r_concentrated_disadvantage,r_commute_time,r_median_household_income,a_total_population,a_pop_below_18,a_pop_between_18_34,a_pop_between_34_65,a_pop_over_65,a_occupied_households,a_family_households,a_nonfamily_households,r_average_household_size,r_population_density,a_householder_less_than_high_school,a_householder_high_school_degree,a_householder_some_college,a_householder_bachelors_degree,a_older_than_3_in_school,a_older_than_3_not_in_school,a_not_high_school_grad,a_high_school_grad,a_employed,a_unemployed,a_not_in_labor_force,r_median_house_value,a_30_49_percet_income_to_rent,a_over_50_percent_income_to_rent,a_commuters_by_car_truck_van,a_commuters_by_car_truck_van_alone,a_commuters_by_car_truck_van_carpool,a_children_living_with_single_parents,a_private_sector,a_public_sector,a_self_employed,a_private_non-profit,a_unpaid_family_workers,a_households_social_security_income,a_households_SsI,a_households_retirement_income,a_housing_units,a_vacant_units,a_total_cars
1206,06037406901,406901,-0.315015952273298,34.0,64186.0,4763,1212,1185,1661,705,1140,1004,136,4.18,12924.18,379,370,256,135,1313,3229,0,209,2153,137,1376,406700.0,105,137,1888,1589,299,224,1556,1556,1556,1556,1556,443,104,209,1218,78,3392
1207,06037406902,406902,0.28821397600544096,34.0,61364.0,3663,859,917,1347,540,852,664,188,4.3,9464.864,287,233,239,93,1068,2463,0,166,1552,166,1172,424100.0,76,25,1421,1333,88,19,1199,1199,1199,1199,1199,356,170,163,866,14,2421
1208,06037407001,407001,0.3924681619795269,34.0,72699.0,6424,1449,1933,2354,688,1247,1138,109,5.15,15534.22,423,427,219,178,1691,4384,20,530,2758,418,2058,414400.0,57,118,2467,2147,320,265,2360,2360,2360,2360,2360,488,81,196,1265,18,3847
1209,06037407002,407002,0.04388519244624145,31.0,62813.0,3606,738,873,1406,589,753,680,73,4.78,3323.667,367,166,137,83,879,2611,15,211,1576,176,1250,437500.0,56,27,1416,1239,177,111,1260,1260,1260,1260,1260,359,94,109,779,26,2412
1210,06037407101,407101,-0.26825215607679953,31.0,65043.0,4943,1337,1254,1729,623,1165,956,209,4.23,11277.03,400,307,309,149,1480,3300,0,290,2196,86,1484,399800.0,104,74,1854,1421,433,362,1839,1839,1839,1839,1839,358,101,114,1165,0,3493
1211,06037407102,407102,-0.6202725174872096,30.0,71771.0,5687,1213,1549,2296,629,1212,1086,126,4.66,15964.46,448,302,354,108,1331,4194,2,320,2913,140,1580,391300.0,84,80,2462,2077,385,187,2268,2268,2268,2268,2268,346,130,125,1255,43,4072
1212,06037407200,407200,0.18778294914405058,30.0,60539.0,7273,1824,1797,2768,884,1582,1460,122,4.58,12943.73,648,395,362,177,2099,4930,32,406,3220,345,2113,377700.0,183,150,2949,2479,470,550,2709,2709,2709,2709,2709,537,139,220,1610,28,4646
1213,06037407301,407301,-0.14408619569786354,33.0,83140.0,4941,928,1322,1975,716,1102,967,135,4.45,12932.17,325,340,281,156,1264,3581,0,290,2430,247,1478,413400.0,43,24,2206,1982,224,305,1625,1625,1625,1625,1625,494,93,155,1102,0,3428
1214,06037407302,407302,0.42858533114759334,28.0,66914.0,3609,813,983,1332,481,775,697,78,4.66,11628.3,262,200,239,74,826,2638,4,188,1605,162,1146,393200.0,65,5,1412,1268,144,230,1327,1327,1327,1327,1327,316,76,116,775,0,2450
1215,06037407400,407400,-0.40457702220026137,34.0,93098.0,1944,313,473,868,290,531,474,57,3.62,8294.57,69,119,152,191,455,1439,0,71,1059,100,491,473200.0,15,53,938,824,114,54,626,626,626,626,626,146,61,75,543,12,1735
1216,06037407501,407501,-0.1187245059330989,30.0,62000.0,4570,1221,1199,1720,430,1016,878,138,4.48,10455.27,256,304,251,205,1161,3249,22,234,2074,181,1248,392800.0,99,142,1806,1553,253,192,1420,1420,1420,1420,1420,246,84,76,1056,40,3123
1217,06037407502,407502,-0.27996246909842837,31.0,76351.0,4127,977,1152,1630,368,856,719,137,4.82,10379.29,309,206,218,123,1161,2848,0,260,1941,113,1267,423400.0,41,60,1825,1547,278,130,1502,1502,1502,1502,1502,294,76,104,924,68,2762
1218,06037407601,407601,0.4777128667094418,24.0,44000.0,4257,1165,1255,1597,240,1074,931,143,3.96,14113.59,457,263,287,67,1382,2654,28,305,1920,180,1145,380900.0,211,122,1760,1546,214,410,1716,1716,1716,1716,1716,169,94,99,1127,53,2998
1219,06037407602,407602,0.03356172535741517,29.0,65573.0,3980,925,1055,1520,480,926,827,99,4.3,11039.22,275,277,288,86,1091,2834,0,254,1890,188,1134,418400.0,127,68,1657,1330,327,222,1459,1459,1459,1459,1459,331,103,95,930,4,2894
1220,06037407701,407701,0.44509581379761226,33.0,40929.0,4971,1320,1451,1577,623,1128,947,181,4.4,11348.71,572,270,201,85,1403,3379,52,235,2351,98,1334,367100.0,171,234,1766,1400,366,711,1914,1914,1914,1914,1914,379,164,119,1245,117,2866
1221,06037407702,407702,-0.2857908689987544,38.0,75518.0,6920,1592,2060,2397,871,1609,1414,195,4.29,8959.495,565,333,383,328,1740,4790,19,256,3182,186,2005,407300.0,51,137,2835,2576,259,174,2516,2516,2516,2516,2516,581,67,301,1677,68,5125
1222,06037407801,407801,-0.18267559019475707,29.0,83355.0,5976,1399,1624,2222,731,1087,1011,76,5.48,14437.76,269,300,349,169,1647,4100,10,379,2979,258,1562,426000.0,36,46,2546,2196,350,202,2474,2474,2474,2474,2474,387,194,128,1104,17,3360
1223,06037407802,407802,-0.5673647207972459,29.0,83413.0,3596,670,1081,1383,462,771,723,48,4.64,2974.115,154,247,257,113,878,2633,1,229,1996,124,882,427800.0,37,19,1773,1456,317,133,1684,1684,1684,1684,1684,292,87,111,807,36,2433
1224,06037407900,407900,-0.27449066727446536,35.0,93074.0,6671,1465,1507,2791,908,1527,1378,149,4.32,11551.21,283,357,587,300,1406,4997,20,266,3254,337,1769,402600.0,16,98,3002,2532,470,324,2390,2390,2390,2390,2390,575,77,264,1538,11,5029
1225,06037408003,408003,-0.4275490749848465,31.0,100288.0,4642,530,1658,1712,742,1264,960,304,3.67,8817.856,175,300,387,402,624,3749,15,160,2555,194,1404,446900.0,17,155,2248,1975,273,26,1943,1943,1943,1943,1943,370,165,234,1297,33,3498
1226,06037408004,408004,-0.4693115414013201,38.0,71971.0,2486,605,619,1026,236,827,556,271,3.01,10412.61,68,184,203,372,694,1660,16,176,1374,102,502,371000.0,114,70,1225,1166,59,84,1007,1007,1007,1007,1007,195,27,109,886,59,2416
1227,06037408005,408005,-0.6406236110869786,32.0,105640.0,5110,1223,1087,2089,711,1530,1264,266,3.32,3596.4109999999996,87,217,399,827,1422,3499,0,300,2501,174,1408,612200.0,40,147,2180,1900,280,188,1739,1739,1739,1739,1739,370,76,217,1633,103,4454
1228,06037408006,408006,0.018938866910985758,32.0,70217.0,3452,765,874,1303,510,1010,818,192,3.4,2690.305,58,219,299,434,994,2392,0,227,1715,185,886,549800.0,153,166,1445,1304,141,191,1303,1303,1303,1303,1303,205,108,101,1104,94,2814
1229,06037408133,408133,0.29049719425673887,35.0,66458.0,5502,1257,1583,2069,593,1539,1133,406,3.54,13479.3,218,279,541,501,1428,3743,0,195,2668,298,1348,485500.0,162,336,2299,1959,340,208,1976,1976,1976,1976,1976,375,133,174,1614,75,4388
1230,06037408134,408134,-0.1058975279029891,40.0,91736.0,2783,434,746,1049,554,763,650,113,3.6,8153.608,27,129,261,346,688,2046,0,103,1457,100,846,459000.0,39,36,1342,1246,96,100,948,948,948,948,948,247,44,161,818,55,2448
1231,06037408135,408135,-0.4706187609017235,36.0,90347.0,3948,844,877,1774,453,1190,982,208,3.31,9049.458,47,273,383,487,1112,2675,0,183,2082,124,978,501600.0,127,124,1873,1674,199,128,1370,1370,1370,1370,1370,234,18,116,1214,24,3740
1232,06037408136,408136,-0.4794245721438243,37.0,76799.0,3745,786,755,1640,564,1023,883,140,3.57,9608.998,168,261,317,277,1106,2574,12,112,1844,116,1058,453100.0,86,46,1705,1567,138,100,1306,1306,1306,1306,1306,349,88,156,1042,19,3296
1233,06037408137,408137,0.4992030749413606,37.0,70476.0,4291,993,1246,1523,529,1320,917,403,3.24,13377.42,58,315,440,507,1162,3001,12,148,1949,257,1162,428300.0,150,263,1733,1475,258,401,1440,1440,1440,1440,1440,341,151,150,1401,81,3719
1234,06037408138,408138,0.34827660946373207,34.0,52939.0,5558,1537,1348,2098,575,1219,1068,151,4.56,16251.35,487,287,287,158,1356,3815,14,239,2249,215,1697,271500.0,46,112,1967,1650,317,353,1667,1667,1667,1667,1667,459,102,191,1243,24,3598
1235,06037408139,408139,-0.0545340658678368,29.0,63021.0,4404,1152,1089,1609,554,813,754,59,5.42,14528.35,361,235,141,76,1187,3052,24,349,1942,135,1384,346700.0,67,72,1773,1305,468,183,1586,1586,1586,1586,1586,330,102,78,832,19,2664
1236,06037408140,408140,0.5332149476138897,28.0,62524.0,3918,1127,1096,1324,371,759,694,65,5.15,11058.76,291,233,195,40,1154,2607,43,324,1641,273,1061,337100.0,6,130,1504,1252,252,162,1409,1409,1409,1409,1409,230,51,60,786,27,2183
1237,06037408141,408141,-0.3814468369281685,29.0,75417.0,5627,1341,1581,2039,666,1107,998,109,5.07,12999.88,482,234,278,113,1343,4014,17,285,2633,186,1665,380700.0,64,62,2311,1893,418,302,2174,2174,2174,2174,2174,353,68,100,1159,52,3603
1238,06037408202,408202,-0.548531995754344,35.0,65600.0,2004,461,539,808,196,456,375,81,4.25,506.2684,103,122,130,101,625,1323,5,106,992,38,569,538500.0,29,40,850,573,277,117,795,795,795,795,795,115,49,54,489,33,1365
1239,06037408211,408211,-0.4497857182073698,29.0,55476.0,6064,1196,1631,2296,941,1790,1403,387,3.38,2023.3370000000002,242,424,512,612,1279,4395,9,231,2940,131,1918,388400.0,272,316,2651,2325,326,227,2314,2314,2314,2314,2314,490,124,165,1852,62,5392
1240,06037408212,408212,0.023777424064529568,32.0,75870.0,5285,1024,1235,2088,938,1356,1209,147,3.86,4862.083,137,278,358,583,1192,3847,0,338,2476,167,1718,555200.0,5,80,2325,2051,274,139,1796,1796,1796,1796,1796,511,141,266,1382,26,4215
1241,06037408301,408301,0.15344629704740909,28.0,65662.0,5561,1307,1454,2094,706,1225,1066,159,4.48,7232.213000000001,558,236,300,131,1411,3906,0,288,2247,265,1839,416500.0,46,193,2025,1899,126,64,1909,1909,1909,1909,1909,430,165,131,1279,54,3609
1242,06037408302,408302,-1.1904283226778603,34.0,92955.0,4122,920,812,1800,590,1068,929,139,3.86,3649.877,238,187,375,268,1052,2915,0,220,2005,93,1207,462800.0,80,0,1810,1478,332,134,1338,1338,1338,1338,1338,338,11,238,1145,77,3398
1243,06037408303,408303,0.2186883009514186,39.0,72049.0,4396,763,1403,1414,816,1179,1047,132,3.73,6890.309,133,407,370,269,922,3389,0,113,1817,245,1614,499200.0,75,5,1628,1531,97,215,1201,1201,1201,1201,1201,439,88,238,1191,12,3662
1244,06037408401,408401,-0.4715477735038035,31.0,76328.0,4629,1040,993,1839,757,1262,989,273,3.64,10346.04,212,289,441,320,1222,3247,37,316,2131,144,1458,444200.0,114,174,1976,1861,115,98,1436,1436,1436,1436,1436,417,108,229,1281,19,3834
1245,06037408402,408402,-0.7806342988275695,38.0,86991.0,6468,1112,1481,2659,1216,1831,1581,250,3.52,1447.594,265,431,583,552,1636,4680,9,421,2874,245,2395,591600.0,30,39,2507,2109,398,185,1929,1929,1929,1929,1929,852,147,407,1870,39,5529
1246,06037408501,408501,-0.12287849073842412,33.0,58276.0,2922,531,900,1085,406,796,641,155,3.67,8760.159,240,273,207,76,822,2025,14,178,1295,123,1060,435200.0,59,86,1137,1009,128,54,1066,1066,1066,1066,1066,281,26,57,841,45,2363
1247,06037408503,408503,-1.2668897990006767,38.0,128971.0,6619,1248,1072,2808,1491,1974,1649,325,3.35,3656.7290000000003,91,377,606,900,1478,4899,0,234,2945,104,2445,670400.0,32,25,2519,2222,297,98,1932,1932,1932,1932,1932,767,158,605,2059,85,6689
1248,06037408504,408504,-0.48937775821470364,34.0,85357.0,5044,1113,1319,1905,707,1544,1188,356,3.25,9213.601,199,288,457,600,1423,3438,13,240,2370,156,1552,481300.0,113,170,2131,1986,145,235,1797,1797,1797,1797,1797,450,190,188,1666,122,4256
1249,06037408505,408505,-0.9990270183460509,34.0,111731.0,2524,434,536,979,575,758,613,145,3.28,3284.5159999999996,58,101,232,367,556,1892,0,57,1208,54,840,655800.0,0,30,1145,1040,105,22,811,811,811,811,811,294,32,228,807,49,2477
1250,06037408623,408623,-0.5664252175563902,33.0,72474.0,3217,632,566,1262,757,993,820,173,3.24,8736.931,122,246,301,324,653,2474,0,189,1435,67,1217,571700.0,80,60,1242,1127,115,155,1070,1070,1070,1070,1070,407,84,208,1051,58,2944
1251,06037408624,408624,-0.4002575732584881,37.0,85893.0,3174,480,564,1494,636,1012,887,125,3.13,5970.293000000001,47,178,253,534,615,2455,0,63,1534,122,1038,582900.0,36,20,1397,1263,134,51,1021,1021,1021,1021,1021,313,54,150,1047,35,3255
1252,06037408625,408625,-0.9874664494755927,39.0,89798.0,4188,943,629,1704,912,1282,1120,162,3.27,5070.840999999999,144,202,352,584,1035,2939,0,131,1694,105,1469,615200.0,66,109,1411,1271,140,14,887,887,887,887,887,483,35,260,1352,70,4079
1253,06037408626,408626,-0.7766186050811106,36.0,80938.0,4231,664,927,1678,962,1386,1078,308,3.03,4411.508,127,245,340,674,783,3349,0,174,1981,80,1643,679400.0,107,113,1690,1481,209,121,1272,1272,1272,1272,1272,476,46,250,1564,178,3866
1254,06037408627,408627,-0.9298827188565089,36.0,101492.0,3213,420,674,1323,796,935,835,100,3.44,2599.054,83,134,298,420,539,2565,0,125,1634,46,1170,675800.0,28,14,1530,1347,183,2,1223,1223,1223,1223,1223,407,62,208,955,20,3181
1255,06037408628,408628,-0.8346936750889437,33.0,65643.0,5396,865,1058,2237,1236,1868,1391,477,2.87,5679.826,73,304,562,929,1065,4159,7,119,2580,82,1940,614000.0,104,223,2202,1945,257,63,1510,1510,1510,1510,1510,691,183,313,1979,111,5391
1256,06037408629,408629,-0.9054107224220608,37.0,91938.0,2869,527,468,1307,567,915,769,146,3.11,4227.759,52,142,223,498,691,2118,0,124,1321,48,1051,608500.0,47,16,1189,1069,120,18,933,933,933,933,933,271,46,140,1006,91,2781
1257,06037408630,408630,0.23713069335852308,33.0,70000.0,2463,619,691,845,308,510,467,43,4.83,9299.54,91,129,182,108,687,1661,0,88,1184,50,637,417700.0,40,67,1082,914,168,153,883,883,883,883,883,180,74,70,564,54,1683
1258,06037408631,408631,-0.33237456042492125,37.0,73750.0,5253,1092,1388,2145,628,1382,1229,153,3.8,9153.428,173,352,540,317,1437,3673,0,253,2605,145,1487,441100.0,51,122,2333,1992,341,313,2021,2021,2021,2021,2021,396,110,189,1437,55,4329
1259,06037408703,408703,-1.2815414467647812,37.0,113750.0,6525,1006,1406,3035,1078,1890,1656,234,3.45,989.2611,112,176,486,1116,1416,4966,9,333,3263,108,2353,938900.0,109,67,2794,2342,452,88,2191,2191,2191,2191,2191,533,131,318,2017,127,6240
1260,06037408704,408704,-0.5680947094763255,26.0,45000.0,3305,585,618,1165,937,996,666,330,3.31,7480.53,166,263,162,405,599,2568,0,85,1470,33,1223,533000.0,107,229,1238,1119,119,245,1077,1077,1077,1077,1077,501,133,156,1087,91,2615
1261,06037408705,408705,-0.7423933628982637,34.0,68125.0,5463,836,1208,2326,1093,1587,1379,208,3.42,7342.193,103,435,447,602,1125,4198,13,239,2601,153,1997,576800.0,147,96,2271,1854,417,123,1664,1664,1664,1664,1664,612,154,232,1618,31,4652
1262,06037408706,408706,-0.5410326255704747,33.0,123977.0,1839,303,398,786,352,475,430,45,3.87,3650.454,28,73,88,286,330,1452,0,55,849,90,607,818200.0,11,22,685,614,71,10,545,545,545,545,545,184,17,89,503,28,1411
1263,06037408722,408722,-0.7058488418432013,31.0,83281.0,4367,631,1348,1704,684,1224,1006,218,3.53,5371.668000000001,113,334,299,478,1068,3157,0,241,2258,125,1458,571100.0,72,18,2086,1768,318,47,1695,1695,1695,1695,1695,399,11,247,1332,108,4079
1264,06037408723,408723,-0.5972500349197645,30.0,66607.0,3032,479,766,1243,544,810,690,120,3.71,9777.556,163,147,254,246,700,2268,0,171,1484,102,1036,454600.0,10,102,1233,1124,109,13,1008,1008,1008,1008,1008,264,78,114,829,19,2644
1265,06037408724,408724,0.0600334439812517,23.0,37829.0,5488,1708,1741,1748,291,1538,1241,297,3.57,26638.31,293,446,409,390,1527,3555,11,306,2467,160,1326,380400.0,534,420,2089,1747,342,470,2017,2017,2017,2017,2017,204,123,75,1586,48,3973
1266,06037408800,408800,0.7521099557294719,26.0,44500.0,4111,821,1746,1258,286,1404,688,716,2.8,5942.581,271,270,433,430,1491,2450,37,294,1988,176,1194,306600.0,326,448,1447,1167,280,407,1487,1487,1487,1487,1487,172,128,89,1588,184,3411
1267,06037430002,430002,0.3614786516097739,32.0,66760.0,6711,1279,1475,2708,1249,2475,1582,893,2.69,8100.34,299,365,923,888,1570,4985,0,372,3190,430,1980,416000.0,253,357,2617,2294,323,235,2079,2079,2079,2079,2079,897,153,552,2632,157,6460
1268,06037430003,430003,-0.376247472751985,34.0,112155.0,4849,768,922,2261,898,1578,1260,318,3.07,1052.275,53,218,424,883,1067,3601,9,177,2602,232,1287,616300.0,5,0,2110,1809,301,63,1559,1559,1559,1559,1559,575,22,382,1578,0,5084
1269,06037430101,430101,-0.05246632552686875,27.0,49688.0,5304,1199,1200,1694,1211,1819,1051,768,2.78,6910.842,251,364,749,455,1277,3772,0,245,2137,144,1964,401500.0,369,300,1822,1692,130,414,1460,1460,1460,1460,1460,720,232,291,1858,39,4408
1270,06037430102,430102,-0.33261952711189713,28.0,68750.0,4849,938,1239,2005,667,1198,949,249,4.04,9703.987,411,174,365,248,1291,3527,7,304,2521,129,1435,391800.0,148,91,2188,1974,214,163,1824,1824,1824,1824,1824,269,123,70,1258,60,3419
1271,06037430200,430200,-0.5970082691791126,36.0,117000.0,1092,130,230,358,374,400,261,139,2.61,549.9132,20,54,79,247,195,876,0,43,454,10,513,1672200.0,18,60,370,324,46,16,316,316,316,316,316,201,13,129,535,135,913
1272,06037430301,430301,-0.9901755871906898,31.0,118932.0,4386,749,696,2020,921,1531,1222,309,2.8,465.7078,48,139,526,818,913,3330,0,195,2310,97,1314,831900.0,15,33,1988,1763,225,63,1473,1473,1473,1473,1473,526,42,367,1619,88,4629
1273,06037430302,430302,-0.7189846521546769,30.0,78971.0,5699,1218,1090,2555,836,2254,1569,685,2.51,7618.838000000001,157,404,787,906,1475,4142,0,110,3146,61,1356,702200.0,246,189,2517,2299,218,421,2132,2132,2132,2132,2132,630,68,344,2368,114,6197
1274,06037430400,430400,-0.8836162690728752,31.0,133846.0,4729,1166,613,2019,931,1504,1321,183,3.14,3407.165,31,119,331,1023,1271,3363,0,218,2197,112,1392,1149400.0,90,48,2018,1840,178,100,1355,1355,1355,1355,1355,461,32,285,1602,98,4771
1275,06037430501,430501,-0.7924320245307687,28.0,118750.0,3800,628,368,1729,1075,1549,1033,516,2.45,2092.224,5,80,366,1098,777,2918,6,161,1829,91,1352,959300.0,48,80,1626,1557,69,41,1012,1012,1012,1012,1012,627,33,289,1840,291,4674
1276,06037430502,430502,-0.39296221162368916,31.0,82049.0,7206,1378,1024,3460,1344,3054,1910,1144,2.36,6341.852,12,336,736,1970,1583,5477,0,202,3551,307,2043,905500.0,336,273,3126,3034,92,116,1950,1950,1950,1950,1950,795,122,441,3235,181,8207
1277,06037430600,430600,-1.2153013641551667,28.0,126500.0,4456,906,701,1952,897,1432,1351,81,3.11,3111.613,43,155,331,903,1109,3255,0,206,2043,96,1487,1502100.0,47,29,1792,1501,291,122,1181,1181,1181,1181,1181,513,52,277,1592,160,4809
1278,06037430701,430701,-0.8817869019358343,36.0,84107.0,5641,1254,1095,2376,916,1883,1502,381,2.95,4906.338,48,175,545,1115,1499,3914,0,286,2288,100,2200,1234700.0,177,191,1888,1821,67,99,1505,1505,1505,1505,1505,500,72,308,2061,178,5431
1279,06037430721,430721,-0.5307304939735884,32.0,75375.0,3519,869,393,1649,608,1265,784,481,2.7,2237.37,63,163,277,762,858,2579,0,119,1648,52,1015,740100.0,163,89,1291,1143,148,240,1061,1061,1061,1061,1061,262,72,125,1334,69,3415
1280,06037430723,430723,-0.3329993042403278,32.0,74297.0,4274,997,908,1881,488,1603,1197,406,2.67,22758.52,77,270,435,821,1197,2947,0,182,2186,145,1064,622000.0,223,167,1910,1735,175,197,1622,1622,1622,1622,1622,332,42,170,1887,284,4348
1281,06037430724,430724,-0.04743851657676237,29.0,54868.0,4836,1105,822,2208,701,1882,1227,655,2.55,21598.83,145,301,375,1061,1226,3389,0,290,2170,185,1554,596800.0,395,433,1763,1634,129,314,1424,1424,1424,1424,1424,392,134,173,2120,238,4806
1282,06037430801,430801,-0.2787814868550235,33.0,90189.0,6792,1797,1076,3261,658,2260,1858,402,3.01,10319.87,46,235,708,1271,2139,4532,0,474,3437,246,1651,710200.0,171,524,2996,2818,178,370,1837,1837,1837,1837,1837,336,148,192,2485,225,6414
1283,06037430802,430802,-0.4033198962816016,37.0,102961.0,4534,923,920,1810,881,1313,1018,295,3.45,6329.321999999999,130,186,232,765,1335,3090,0,264,1920,55,1806,1184400.0,137,111,1731,1559,172,58,1043,1043,1043,1043,1043,477,50,294,1424,111,3782
1284,06037430803,430803,-1.0195023917570738,27.0,96384.0,5515,1121,990,2261,1143,1787,1522,265,3.09,6268.158,94,342,426,925,1252,4089,0,207,2696,145,1698,1079500.0,102,112,2473,2212,261,179,1905,1905,1905,1905,1905,688,70,363,1890,103,5682
1285,06037430901,430901,-0.1882903961213628,30.0,65380.0,4597,1049,1164,1787,597,1581,1084,497,2.91,10224.87,255,211,614,501,1113,3303,20,303,2325,200,1184,525400.0,324,260,1896,1690,206,212,1613,1613,1613,1613,1613,407,153,158,1644,63,4064
1286,06037430902,430902,-0.07468578117801411,35.0,83497.0,4743,823,1310,2050,560,1567,1152,415,2.98,10403.66,166,280,380,741,1197,3437,0,205,2688,204,1093,563600.0,204,248,2408,2122,286,251,2164,2164,2164,2164,2164,295,40,193,1644,77,4705
1287,06037431001,431001,0.185583966420646,32.0,64510.0,7412,1712,1793,3208,699,2627,1575,1052,2.82,10904.86,380,424,798,1025,2141,5060,0,378,3942,424,1481,550800.0,512,374,3223,2954,269,468,2940,2940,2940,2940,2940,541,37,185,2904,277,7092
1288,06037431002,431002,-0.15859097625949006,29.0,46042.0,3120,568,648,1186,718,1271,740,531,2.45,5930.883000000001,109,222,455,485,764,2277,0,103,1482,165,962,643800.0,223,207,1174,1051,123,77,838,838,838,838,838,523,74,315,1310,39,3328
1289,06037431100,431100,-0.3847315131029398,34.0,78190.0,7087,1735,1411,3321,620,2075,1383,692,3.41,6086.9169999999995,213,423,929,510,1875,5003,31,247,3512,183,1834,464100.0,296,189,3053,2866,187,319,2642,2642,2642,2642,2642,481,150,242,2227,152,6113
1290,06037431200,431200,-0.053328771037512046,30.0,65750.0,6428,1373,1955,2403,697,1507,1266,241,4.18,11237.6,409,308,464,326,1538,4650,28,327,3185,315,1711,432200.0,160,145,2902,2306,596,195,2416,2416,2416,2416,2416,366,147,225,1597,90,4544
1291,06037431300,431300,-0.575936508525522,27.0,91116.0,2722,542,707,1109,364,841,681,160,3.24,8665.83,52,149,309,331,633,1945,0,162,1369,73,806,604600.0,88,80,1187,1011,176,93,852,852,852,852,852,235,62,123,910,69,2505
1292,06037431400,431400,-0.7093724069056284,29.0,89375.0,4234,800,800,1911,723,1277,1031,246,3.31,6893.804,57,300,348,572,992,3079,0,163,2088,93,1308,604400.0,56,77,1793,1596,197,19,1546,1546,1546,1546,1546,425,40,204,1391,114,3950
1293,06037431501,431501,0.001340619460774517,35.0,50938.0,4718,919,855,1976,968,1651,1056,595,2.83,11824.91,264,357,510,520,1085,3447,0,241,2053,112,1744,497500.0,147,271,1746,1506,240,255,1348,1348,1348,1348,1348,572,109,307,1709,58,4435
1294,06037431502,431502,-0.6471529762375532,33.0,58715.0,4387,1089,995,1648,655,1407,1002,405,3.08,6739.855,62,266,593,486,1247,2962,0,197,1907,75,1394,616300.0,69,212,1688,1569,119,59,1309,1309,1309,1309,1309,426,85,246,1490,83,4142
1295,06037431600,431600,-0.5879675861729036,29.0,112617.0,4246,810,713,1577,1146,1243,1058,185,3.37,5337.924,60,212,294,677,1173,3002,0,271,1826,79,1706,1147700.0,107,26,1504,1245,259,167,987,987,987,987,987,532,120,238,1343,100,3803
1296,06037431700,431700,-0.9441894059748717,31.0,106957.0,6425,1279,994,2620,1532,2028,1778,250,3.17,5257.354,187,244,446,1151,1621,4758,0,316,3222,88,2060,1372600.0,93,36,3021,2517,504,132,2142,2142,2142,2142,2142,833,109,237,2284,256,6150
1297,06037431800,431800,-0.43519005100596686,33.0,73393.0,5959,1117,947,2558,1337,1935,1420,515,2.91,10407.82,283,274,374,1004,1505,4341,0,254,2667,184,2123,728100.0,117,233,2366,1980,386,190,1676,1676,1676,1676,1676,665,111,334,1985,50,5505
1298,06037431900,431900,-0.3685771627622434,26.0,44375.0,4422,951,969,1872,630,1416,1077,339,3.12,10712.33,183,224,423,586,1234,2967,0,174,1920,76,1615,730600.0,276,350,1724,1571,153,103,1256,1256,1256,1256,1256,403,94,128,1485,69,4141
1299,06037432000,432000,-1.0708246905577674,32.0,64167.0,7822,1724,1150,3235,1713,2428,1850,578,3.06,9050.306999999999,222,544,518,1144,2112,5471,0,475,3410,106,2950,818700.0,180,407,3008,2583,425,214,2202,2202,2202,2202,2202,841,150,352,2568,140,6492
1300,06037432101,432101,-0.6288710511072609,32.0,81536.0,4072,790,763,1752,767,1327,1010,317,3.06,8995.568000000001,138,182,410,597,968,2968,0,102,1868,87,1384,639200.0,70,94,1621,1436,185,49,1233,1233,1233,1233,1233,411,109,201,1420,93,3953
1301,06037432102,432102,-1.2256126164443126,34.0,83628.0,5751,1292,943,2504,1012,1664,1522,142,3.45,7934.904,153,362,469,680,1497,4067,0,202,2666,68,1848,670600.0,127,146,2358,2112,246,280,1824,1824,1824,1824,1824,489,109,211,1807,143,5321
1302,06037432201,432201,-0.29182009496459216,32.0,45625.0,4409,907,885,1720,897,1289,1147,142,3.36,9913.763,205,509,337,238,1006,3272,0,269,1816,110,1708,568700.0,244,223,1634,1450,184,265,1439,1439,1439,1439,1439,423,153,220,1317,28,3498
1303,06037432202,432202,-0.7470577884236242,29.0,50583.0,4245,906,889,1664,786,1155,928,227,3.67,7953.68,229,397,272,257,927,3101,0,273,1929,40,1500,592100.0,127,181,1702,1484,218,229,1447,1447,1447,1447,1447,398,156,186,1236,81,3381
1304,06037432300,432300,-0.27013121475968305,27.0,52668.0,4120,905,1211,1457,547,1137,804,333,3.62,5468.809,399,164,338,236,959,2937,0,128,1744,90,1452,447600.0,175,137,1703,1530,173,93,1446,1446,1446,1446,1446,467,119,129,1230,93,3104
1305,06037432401,432401,-0.4134867359350325,35.0,50463.0,3691,740,807,1527,617,970,753,217,3.72,9110.046999999999,391,170,244,165,1014,2602,0,236,1662,85,1360,404700.0,187,149,1428,1221,207,255,1210,1210,1210,1210,1210,246,130,147,1035,65,2743
1306,06037432402,432402,-0.2992057240621814,29.0,58421.0,7182,1688,1663,2727,1104,1670,1454,216,4.22,12444.84,653,351,433,233,1987,4937,31,365,2878,88,2741,440000.0,331,257,2620,2268,352,527,2055,2055,2055,2055,2055,581,377,130,1815,145,4724
1307,06037432500,432500,-0.16909734026239537,31.0,65143.0,8499,1635,2167,3268,1429,2396,1878,518,3.5,8428.658000000001,525,504,867,500,2188,6074,0,390,4222,258,2526,466000.0,387,228,3838,3334,504,448,2991,2991,2991,2991,2991,813,246,252,2445,49,6917
