,Geo_FIPS,Geo_TRACT,r_concentrated_disadvantage,r_commute_time,r_median_household_income,a_total_population,a_pop_below_18,a_pop_between_18_34,a_pop_between_34_65,a_pop_over_65,a_occupied_households,a_family_households,a_nonfamily_households,r_average_household_size,r_population_density,a_householder_less_than_high_school,a_householder_high_school_degree,a_householder_some_college,a_householder_bachelors_degree,a_older_than_3_in_school,a_older_than_3_not_in_school,a_not_high_school_grad,a_high_school_grad,a_employed,a_unemployed,a_not_in_labor_force,r_median_house_value,a_30_49_percet_income_to_rent,a_over_50_percent_income_to_rent,a_commuters_by_car_truck_van,a_commuters_by_car_truck_van_alone,a_commuters_by_car_truck_van_carpool,a_children_living_with_single_parents,a_private_sector,a_public_sector,a_self_employed,a_private_non-profit,a_unpaid_family_workers,a_households_social_security_income,a_households_SsI,a_households_retirement_income,a_housing_units,a_vacant_units,a_total_cars
0,06037101110,101110,0.25342064170119183,34.0,53077.0,4314,878,965,1721,750,1596,1000,596,2.64,9780.452,255,336,609,396,1033,3129,0,177,1980,166,1408,458700.0,225,279,1763,1588,175,211,1223,1223,1223,1223,1223,378,141,212,1743,147,4300
1,06037101122,101122,-0.8273902661600727,41.0,88953.0,3239,393,823,1479,544,1256,906,350,2.57,3172.7790000000005,103,288,464,401,525,2684,0,33,1971,94,788,608400.0,106,53,1776,1645,131,161,1204,1204,1204,1204,1204,357,45,281,1391,135,3842
2,06037101210,101210,0.5509292959516223,28.0,32119.0,6052,1369,1461,2663,559,2321,1531,790,2.58,24089.21,405,595,808,513,1527,4328,0,289,2851,321,1679,374300.0,482,866,2445,2235,210,728,2074,2074,2074,2074,2074,390,275,167,2402,81,5457
3,06037101220,101220,-0.13476839107873534,30.0,41728.0,3497,726,764,1434,573,1294,881,413,2.7,12959.46,229,315,495,255,864,2533,0,172,1566,132,1169,414800.0,231,382,1360,1235,125,225,1110,1110,1110,1110,1110,376,232,83,1328,34,3200
4,06037101300,101300,-0.8112846898828054,36.0,86914.0,4297,518,926,2056,797,1435,1061,374,2.96,4311.606,52,380,465,538,868,3389,0,120,2072,125,1651,586000.0,19,72,1765,1631,134,41,832,832,832,832,832,536,169,267,1584,149,4503
5,06037101400,101400,-0.3401451186574605,35.0,71125.0,3851,669,886,1671,625,1473,1000,473,2.6,1580.6589999999999,147,205,529,592,853,2842,0,135,1891,150,1236,560000.0,109,143,1596,1358,238,128,1178,1178,1178,1178,1178,472,82,273,1614,141,4149
6,06037102103,102103,-0.2112839815274666,27.0,76333.0,1771,308,324,836,303,696,513,183,2.54,3865.934,35,180,201,280,323,1366,0,78,818,83,607,591700.0,47,97,710,639,71,74,502,502,502,502,502,191,13,152,726,30,2062
7,06037102104,102104,-0.17865813655278281,30.0,70754.0,3554,511,897,1488,658,1270,976,294,2.62,5549.938,58,271,472,469,846,2663,0,182,1611,187,1298,548900.0,87,174,1273,1128,145,115,934,934,934,934,934,442,46,196,1345,75,3493
8,06037102105,102105,-0.28005166795213765,25.0,52132.0,1857,354,361,1004,138,563,422,141,3.3,9760.528,93,163,206,101,472,1339,0,140,1058,99,419,463900.0,50,142,894,845,49,63,676,676,676,676,676,93,10,29,589,26,1536
9,06037102107,102107,-0.7066445488120425,31.0,106037.0,4333,683,898,2038,714,1305,1009,296,3.15,869.3781,128,271,512,394,1022,3301,11,257,2189,137,1413,625600.0,84,75,1963,1713,250,121,1400,1400,1400,1400,1400,315,60,254,1352,47,4074
10,06037103101,103101,-0.7096446899392529,36.0,89211.0,2597,494,554,1149,400,916,694,222,2.82,3313.715,100,163,276,377,450,2020,0,90,1298,91,764,509600.0,36,76,1142,989,153,32,785,785,785,785,785,329,44,207,976,60,2764
11,06037103102,103102,-0.20025531082530337,36.0,74631.0,4456,690,889,2112,765,1568,1112,456,2.84,9299.53,226,430,447,465,928,3496,12,203,2413,170,1332,447500.0,118,60,2214,1839,375,30,1560,1560,1560,1560,1560,414,184,219,1700,132,4629
12,06037103200,103200,-0.6229163007978524,34.0,71346.0,6726,1069,1297,2800,1560,2274,1672,602,2.84,2349.455,91,544,868,771,1095,5490,1,302,3102,90,2632,539800.0,195,136,2634,2267,367,281,2016,2016,2016,2016,2016,844,96,385,2349,75,6233
13,06037103300,103300,-0.9292051078361822,35.0,93207.0,3549,563,515,1692,779,1225,839,386,2.89,1496.57,36,136,478,575,590,2883,12,161,1841,68,1147,690300.0,29,60,1510,1256,254,24,1039,1039,1039,1039,1039,516,132,223,1396,171,3962
14,06037103400,103400,-0.4657980917556636,29.0,81618.0,6662,1120,1444,2867,1231,2432,1559,873,2.71,6899.722,117,388,1091,836,1239,5079,16,237,3320,138,2206,513000.0,170,314,2710,2447,263,291,2015,2015,2015,2015,2015,728,146,392,2507,75,7127
15,06037104103,104103,-0.6688716572065097,28.0,86989.0,3647,740,954,1528,425,845,709,136,4.18,9952.162,179,268,256,142,898,2626,0,222,1834,29,1094,429200.0,30,84,1576,1298,278,133,1191,1191,1191,1191,1191,290,81,121,877,32,2549
16,06037104105,104105,0.39277446547679984,32.0,52616.0,6190,1552,1692,2324,622,1673,1295,378,3.69,27419.33,627,257,450,339,1838,4061,9,481,2492,264,2126,329000.0,206,230,1810,1525,285,440,1764,1764,1764,1764,1764,484,196,213,1689,16,4484
17,06037104108,104108,0.5737650823396363,33.0,50259.0,5420,1369,1585,1930,536,1421,1041,380,3.81,12800.81,444,373,369,235,1567,3647,0,253,2556,231,1383,366900.0,330,188,2170,1768,402,408,1823,1823,1823,1823,1823,370,213,87,1452,31,3580
18,06037104124,104124,-0.7843568841841408,37.0,84250.0,4189,923,1062,1642,562,1260,898,362,3.13,2422.087,203,251,310,496,1251,2741,10,266,1852,97,1394,383800.0,140,14,1481,1248,233,268,1064,1064,1064,1064,1064,363,58,352,1335,75,3742
19,06037104201,104201,0.5688637508334868,33.0,51563.0,4424,1100,1282,1608,434,919,710,209,4.81,10511.03,540,229,121,29,1174,3086,17,246,1910,126,1471,400900.0,25,121,1573,1376,197,131,1461,1461,1461,1461,1461,311,57,100,919,0,2918
20,06037104203,104203,0.39515062494278796,33.0,46406.0,5541,1731,1204,2217,389,1145,996,149,4.84,20270.72,537,309,259,40,1726,3666,9,374,2455,236,1407,368700.0,259,231,1999,1523,476,384,1797,1797,1797,1797,1797,225,60,111,1161,16,3236
21,06037104204,104204,-0.26025883858526544,33.0,63333.0,3562,751,1000,1457,354,730,630,100,4.32,3462.3740000000003,352,188,94,96,975,2499,5,218,1501,125,1290,359000.0,122,57,1226,1001,225,210,1044,1044,1044,1044,1044,133,64,53,771,41,2150
22,06037104310,104310,-0.5862032558983108,29.0,69904.0,5313,1669,1400,1783,461,879,751,128,6.04,9121.302,486,251,104,38,1569,3437,0,203,2494,138,1136,388800.0,90,72,2170,1674,496,185,1932,1932,1932,1932,1932,327,112,135,897,18,2812
23,06037104320,104320,0.32649822689788893,28.0,52895.0,5599,1274,1844,1891,590,1326,1054,272,4.21,11963.14,582,454,165,125,1473,3890,0,363,2442,356,1623,372500.0,251,253,2065,1876,189,338,1941,1941,1941,1941,1941,400,54,160,1346,20,3527
24,06037104401,104401,0.08417512009916983,28.0,69965.0,3452,941,913,1242,356,689,589,100,5.01,13126.44,333,185,134,37,1035,2327,0,165,1546,129,926,396600.0,50,114,1266,1151,115,89,1161,1161,1161,1161,1161,205,42,83,713,24,2038
25,06037104403,104403,0.08387559915020244,27.0,55398.0,3279,757,913,1191,418,665,579,86,4.93,12253.32,395,144,106,20,760,2417,13,125,1487,138,984,357800.0,64,68,1187,1008,179,57,1032,1032,1032,1032,1032,277,70,80,714,49,1880
26,06037104404,104404,0.4426285733459304,27.0,55341.0,3128,950,871,1042,265,658,607,51,4.75,15013.31,393,164,78,23,986,2050,0,148,1302,76,887,396300.0,81,128,1102,948,154,407,981,981,981,981,981,203,31,84,694,36,2026
27,06037104500,104500,0.057720660151780456,24.0,60139.0,2950,601,920,1034,395,610,516,94,4.84,14388.77,297,120,143,50,727,2076,23,120,1463,50,902,399700.0,29,78,1323,1182,141,96,1007,1007,1007,1007,1007,264,39,82,657,47,1941
28,06037104610,104610,0.20786368135872973,29.0,60320.0,3504,911,966,1300,327,729,637,92,4.81,15326.36,437,139,132,21,875,2424,5,189,1598,87,966,408300.0,71,123,1293,1018,275,208,1120,1120,1120,1120,1120,225,78,75,756,27,2271
29,06037104620,104620,-0.37084456360585283,25.0,62014.0,3684,908,1073,1341,362,711,628,83,5.18,17963.17,337,231,115,28,1017,2471,18,255,1740,102,1052,395700.0,38,119,1414,1180,234,110,1177,1177,1177,1177,1177,213,58,69,728,17,2106
30,06037104701,104701,1.9380790672531716,30.0,32036.0,4325,1505,1206,1302,312,949,870,79,4.55,20348.08,667,176,96,10,1577,2595,48,300,1571,223,1190,395800.0,212,249,1191,927,264,628,1215,1215,1215,1215,1215,173,147,42,962,13,2422
31,06037104703,104703,0.5113571807966474,24.0,39181.0,2311,803,601,739,168,603,468,135,3.83,5121.8820000000005,274,170,123,36,775,1449,16,110,959,75,508,298000.0,106,123,794,602,192,173,757,757,757,757,757,109,20,27,653,50,1638
32,06037104704,104704,0.5215081807051171,33.0,48581.0,4331,1261,1152,1549,369,1183,931,252,3.66,6746.562,359,252,407,165,1267,2876,0,206,1829,103,1240,223000.0,116,116,1533,1435,98,525,1403,1403,1403,1403,1403,311,97,192,1221,38,3795
33,06037104810,104810,-0.042698998100030305,27.0,74145.0,5789,1366,1387,2477,559,1076,963,113,5.38,13346.95,604,244,192,36,1645,3979,0,259,2951,141,1464,364200.0,55,150,2489,2169,320,109,1728,1728,1728,1728,1728,352,114,137,1095,19,3295
34,06037104821,104821,0.5350413860830474,27.0,68750.0,3361,908,1008,1184,261,750,673,77,4.48,16368.78,366,173,143,68,1026,2240,12,208,1662,149,762,386200.0,92,60,1406,1189,217,256,1179,1179,1179,1179,1179,202,58,74,778,28,2319
35,06037104822,104822,0.42990124660053664,27.0,55500.0,2748,761,676,1096,215,610,456,154,4.5,11776.72,318,141,120,31,730,1936,12,70,1263,67,705,423200.0,112,137,1045,877,168,213,1003,1003,1003,1003,1003,175,73,44,637,27,1552
36,06037106010,106010,-0.44061781833606317,29.0,71806.0,3108,753,552,1345,458,945,786,159,3.29,3197.1009999999997,129,242,338,236,852,2143,0,176,1528,76,851,487800.0,83,44,1283,1008,275,233,1015,1015,1015,1015,1015,333,40,139,983,38,2879
37,06037106020,106020,-0.6773413563875162,34.0,75038.0,5807,1155,1505,2419,728,1475,1164,311,3.93,7479.774,375,362,447,291,1593,4058,0,301,2891,177,1774,466500.0,87,115,2587,2289,298,17,1989,1989,1989,1989,1989,494,142,235,1498,23,5150
38,06037106111,106111,-0.6821744113653715,35.0,93198.0,4482,904,989,1928,661,1326,1056,270,3.37,3043.9559999999997,189,241,435,461,1096,3225,0,164,2378,119,1217,454500.0,74,0,2166,1928,238,98,1508,1508,1508,1508,1508,477,88,224,1417,91,4125
39,06037106112,106112,-0.8602925346781481,33.0,90875.0,5885,1666,1385,2118,716,1472,1307,165,3.88,4729.523,265,299,490,418,1890,3812,0,404,2795,111,1613,454800.0,7,101,2573,2285,288,313,1667,1667,1667,1667,1667,317,54,165,1531,59,4864
40,06037106113,106113,-0.9667368261536871,33.0,85156.0,3962,920,856,1530,656,972,878,94,3.95,7108.968000000001,286,235,201,250,1118,2677,11,182,1804,77,1265,448800.0,56,41,1567,1358,209,99,1102,1102,1102,1102,1102,321,109,237,1055,83,3101
41,06037106114,106114,0.12144380382452108,30.0,54363.0,6410,2112,1773,2123,402,1592,1395,197,4.02,16408.35,558,407,381,246,2075,4051,0,414,2730,218,1579,339400.0,253,304,2384,1913,471,702,2064,2064,2064,2064,2064,322,157,102,1653,61,4552
42,06037106403,106403,-0.5254025556144235,28.0,62015.0,3431,803,964,1276,388,809,674,135,4.23,8037.17,375,193,184,57,902,2378,0,206,1649,84,987,421000.0,35,56,1474,1278,196,71,1215,1215,1215,1215,1215,178,43,103,901,92,2669
43,06037106405,106405,0.028653747979708058,29.0,57807.0,4813,1294,1119,2009,391,1225,910,315,3.91,10638.6,312,369,449,95,1295,3357,3,167,1843,146,1609,349500.0,221,183,1633,1400,233,462,1314,1314,1314,1314,1314,147,126,101,1225,0,3534
44,06037106406,106406,-0.682939600143673,34.0,77454.0,5860,1503,1355,2275,727,1645,1207,438,3.55,7275.979,281,418,595,351,1689,3967,0,393,2865,93,1584,381400.0,89,52,2378,1841,537,283,1974,1974,1974,1974,1974,560,66,390,1702,57,5025
45,06037106407,106407,0.2919254258227863,43.0,37452.0,3272,984,805,1006,477,891,599,292,3.46,36506.36,319,227,159,186,1026,2119,0,181,1335,75,956,241500.0,215,277,957,837,120,280,920,920,920,920,920,287,79,64,948,57,2045
46,06037106408,106408,0.04580581265747709,28.0,49464.0,3817,1180,1198,1273,166,961,803,158,3.95,43156.86,340,277,240,104,1305,2281,10,273,1827,96,836,316000.0,334,180,1558,1258,300,407,1378,1378,1378,1378,1378,169,90,50,1043,82,2602
47,06037106510,106510,-0.8361951370590566,37.0,91983.0,5347,1477,923,2431,516,1600,1250,350,3.09,2425.81,100,302,676,522,1483,3649,24,392,2862,107,1220,498300.0,88,128,2329,1986,343,502,1893,1893,1893,1893,1893,278,58,225,1698,98,4608
48,06037106520,106520,-0.8750922694895789,31.0,63594.0,5879,1459,1752,1929,739,1440,1243,197,4.06,6902.6990000000005,523,435,400,82,1759,3933,9,265,2915,43,1577,395600.0,138,188,2526,2037,489,639,2133,2133,2133,2133,2133,434,106,182,1492,52,4599
49,06037106603,106603,-1.098760784943438,33.0,114688.0,3222,697,621,1288,616,969,861,108,3.28,545.326,41,87,303,538,892,2263,0,121,1576,66,940,673400.0,52,30,1381,1244,137,61,916,916,916,916,916,353,49,237,1007,38,3208
50,06037106604,106604,0.037296934791654246,28.0,58028.0,5143,1516,1183,1795,649,1163,942,221,4.41,5100.512,426,289,382,66,1566,3295,0,214,2128,89,1555,501500.0,137,170,1893,1516,377,435,1566,1566,1566,1566,1566,412,57,103,1236,73,3138
51,06037106641,106641,-0.90424818316221,38.0,108333.0,2352,442,393,1011,506,792,642,150,2.96,5364.764,64,92,174,462,637,1649,0,105,1129,52,779,667800.0,32,23,898,797,101,51,604,604,604,604,604,278,70,194,802,10,2518
52,06037106642,106642,-0.4722527037300141,38.0,106179.0,3016,629,526,1240,621,1025,744,281,2.88,4951.465999999999,15,127,438,445,861,2094,10,106,1445,131,904,604100.0,17,8,1218,1191,27,69,716,716,716,716,716,417,84,317,1086,61,3242
53,06037106643,106643,-1.0157884851178556,37.0,151875.0,4599,830,1012,1895,862,1336,1134,202,3.44,2745.222,36,101,251,948,1119,3336,0,324,2297,160,1492,893700.0,28,11,2075,1826,249,82,1402,1402,1402,1402,1402,414,80,205,1362,26,4066
54,06037106645,106645,-0.8206684911764839,37.0,110946.0,3491,622,628,1442,799,1142,936,206,3.05,3576.698,49,290,210,593,687,2687,14,188,1586,139,1286,676800.0,9,57,1342,1202,140,34,788,788,788,788,788,400,68,189,1228,86,3839
55,06037106646,106646,-0.8032626977196,32.0,105750.0,3439,617,634,1419,769,969,785,184,3.38,6033.661,75,166,351,377,683,2660,3,133,1601,98,1209,551900.0,9,33,1466,1344,122,106,1098,1098,1098,1098,1098,394,84,211,998,29,2907
56,06037106648,106648,-0.5021810557240912,27.0,65278.0,4569,1435,1136,1637,361,1032,890,142,4.43,14923.96,460,262,240,70,1577,2826,44,408,2161,48,1226,403300.0,127,162,1825,1506,319,399,1727,1727,1727,1727,1727,270,139,116,1090,58,3005
57,06037106649,106649,-0.38550527248580746,31.0,82841.0,2599,621,573,1083,322,702,593,109,3.7,6049.726,155,190,176,181,674,1845,0,90,1309,47,691,480300.0,23,80,1154,939,215,103,809,809,809,809,809,191,84,126,753,51,2319
58,06037107010,107010,-0.3504177754924711,32.0,56375.0,3093,760,890,1212,231,739,579,160,4.17,11700.27,286,189,225,39,978,2031,0,303,1463,152,870,393200.0,44,97,1322,1151,171,70,1116,1116,1116,1116,1116,174,65,97,759,20,2301
59,06037107020,107020,-0.7053743410908828,39.0,81935.0,5442,1562,1416,2108,356,1250,1049,201,4.35,14168.3,463,193,345,249,1775,3509,0,333,2686,108,1279,386200.0,123,45,2374,1929,445,261,1918,1918,1918,1918,1918,265,142,131,1317,67,3808
60,06037108101,108101,-0.8835209617535197,34.0,141893.0,2417,387,499,1075,456,765,682,83,3.15,5546.534000000001,39,57,228,441,640,1723,0,126,1277,69,734,696100.0,33,29,1136,1007,129,15,707,707,707,707,707,237,76,160,823,58,2356
61,06037108102,108102,-0.6747284072689247,38.0,95592.0,3677,740,430,1569,938,1217,1040,177,3.01,4360.892,28,152,210,827,883,2668,0,227,1622,115,1307,666100.0,5,80,1443,1310,133,156,827,827,827,827,827,499,58,189,1271,54,3858
62,06037108103,108103,-1.5053941694703683,35.0,159643.0,3153,523,459,1377,794,1050,929,121,3.0,3183.802,44,108,147,751,629,2362,9,118,1638,22,1018,863700.0,71,11,1426,1322,104,40,996,996,996,996,996,449,63,275,1100,50,3323
63,06037108104,108104,-1.0571712973322471,43.0,130714.0,1922,439,349,721,413,570,496,74,3.37,6026.437,14,36,115,405,536,1363,0,159,832,20,761,673800.0,0,24,801,735,66,0,602,602,602,602,602,201,10,161,598,28,1844
64,06037108201,108201,-1.2414189193359724,38.0,125000.0,5501,1225,706,2727,843,1828,1573,255,3.01,5079.148,26,176,426,1200,1399,3972,0,280,2683,109,1672,687900.0,174,39,2458,2168,290,110,1424,1424,1424,1424,1424,482,30,347,1952,124,5779
65,06037108202,108202,-0.7924022755507256,40.0,108304.0,7561,1730,919,3308,1604,2772,2026,746,2.73,3265.522,140,322,499,1811,1636,5584,0,295,3636,210,2195,808900.0,344,274,3427,2947,480,128,2161,2161,2161,2161,2161,853,171,335,2866,94,7964
66,06037109100,109100,-0.3109107531128028,28.0,59792.0,2738,524,553,935,726,777,465,312,3.32,2620.708,173,199,262,143,623,2023,0,86,1106,79,1095,394000.0,29,56,983,792,191,87,728,728,728,728,728,397,42,196,793,16,2110
67,06037109200,109200,-1.0129179219490514,34.0,112250.0,2995,661,744,1318,272,950,732,218,3.14,6511.047,55,221,267,407,888,1972,0,104,1758,66,559,481000.0,29,22,1584,1386,198,27,1073,1073,1073,1073,1073,230,16,184,1069,119,2990
68,06037109300,109300,-0.385908286727617,34.0,84919.0,3247,649,706,1454,438,914,789,125,3.51,6820.031,26,231,291,366,780,2385,0,171,1742,178,799,487900.0,31,67,1469,1215,254,93,1188,1188,1188,1188,1188,235,98,137,920,6,2782
69,06037109400,109400,-0.7202763359105542,35.0,77273.0,3959,831,996,1582,550,1060,713,347,3.73,7943.518,282,265,392,121,1096,2814,1,389,1967,77,1278,410300.0,16,113,1639,1504,135,38,1581,1581,1581,1581,1581,402,104,228,1124,64,2928
70,06037109500,109500,-0.35597732884689004,27.0,44118.0,4821,1447,1280,1341,753,1030,835,195,4.67,10452.47,473,210,228,119,1648,3009,0,194,1721,131,1629,395900.0,17,311,1526,1299,227,110,1161,1161,1161,1161,1161,426,74,159,1078,48,2810
71,06037109601,109601,-0.3141374350013644,30.0,92545.0,4938,1071,1156,2087,624,1267,1156,111,3.89,5774.9890000000005,133,371,502,261,1354,3405,0,332,2235,236,1555,467200.0,59,68,2055,1800,255,57,1362,1362,1362,1362,1362,461,75,271,1340,73,4087
72,06037109603,109603,0.4259641488342075,31.0,53750.0,4476,976,975,1880,645,1303,896,407,3.43,11605.7,271,305,407,320,1140,3184,0,174,2023,208,1411,452200.0,138,198,1791,1604,187,206,1233,1233,1233,1233,1233,231,160,211,1335,32,3631
73,06037109604,109604,-0.3053458380900226,27.0,88000.0,3088,701,906,1135,346,904,682,222,3.42,6807.433000000001,107,224,382,191,859,2095,0,126,1723,158,567,456000.0,54,41,1491,1354,137,110,1206,1206,1206,1206,1206,298,41,113,921,17,2616
74,06037109700,109700,-0.3626149965698683,28.0,98605.0,4568,1009,1112,1860,587,1350,1017,333,3.33,7455.641,77,204,445,624,1404,3073,15,242,2332,245,1123,519500.0,96,5,2118,1961,157,325,1541,1541,1541,1541,1541,290,120,173,1393,43,3906
75,06037109800,109800,-0.5679409680893217,29.0,96422.0,5398,1239,1312,2083,764,1445,1041,404,3.69,9990.492,190,393,459,403,1292,3840,0,216,2814,108,1276,486800.0,64,82,2511,2351,160,98,1873,1873,1873,1873,1873,362,80,183,1497,52,4383
76,06037111100,111100,-0.4422268811591746,32.0,86683.0,3128,592,694,1410,432,948,728,220,3.26,7648.355,79,230,293,346,803,2231,0,196,1593,127,911,493800.0,63,39,1391,1205,186,113,997,997,997,997,997,254,36,208,974,26,2983
77,06037111201,111201,-0.6775470288011233,33.0,85034.0,3485,757,603,1504,621,1128,835,293,3.08,4718.779,66,128,422,512,830,2495,0,114,1751,129,933,575800.0,37,60,1472,1311,161,0,1130,1130,1130,1130,1130,368,62,331,1156,28,3327
78,06037111202,111202,-0.6047326909669981,30.0,80521.0,5329,1152,1099,2260,818,1657,1140,517,3.15,7393.853,80,275,639,663,1536,3642,8,341,2602,200,1536,560300.0,70,118,2176,2054,122,154,1575,1575,1575,1575,1575,513,116,207,1964,307,4855
79,06037111204,111204,-1.226864836228791,34.0,150192.0,6153,1152,1100,2468,1433,1966,1683,283,3.12,4836.941,89,75,455,1347,1566,4475,0,259,3007,144,1984,749600.0,18,0,2560,2386,174,41,1771,1771,1771,1771,1771,881,65,398,1994,28,6528
80,06037111205,111205,-0.6873584020384471,34.0,76968.0,4064,931,1070,1482,581,1314,806,508,3.09,9222.409,47,91,458,718,1527,2512,0,223,2042,137,1051,491700.0,218,144,1673,1527,146,136,1126,1126,1126,1126,1126,373,59,227,1336,22,3847
81,06037111206,111206,-0.8991092144107897,37.0,114861.0,4382,881,668,1934,899,1517,1123,394,2.84,4346.407999999999,27,350,456,684,1142,3164,9,372,2067,125,1587,647700.0,98,24,1801,1416,385,71,1071,1071,1071,1071,1071,549,53,355,1600,83,4428
82,06037111301,111301,-0.5430593584729162,33.0,68456.0,7151,1726,1581,3014,830,2689,1746,943,2.62,9254.265,249,442,989,1009,1991,4944,14,468,3702,130,1978,562200.0,508,443,3252,2813,439,331,2529,2529,2529,2529,2529,582,201,381,2906,217,7035
83,06037111302,111302,-0.07386261496558222,38.0,66850.0,5325,959,1485,1971,910,1817,1218,599,2.81,8881.823,103,235,519,960,1654,3505,0,448,2517,219,1874,605900.0,171,376,1992,1645,347,340,1712,1712,1712,1712,1712,565,109,363,1870,53,4829
84,06037111400,111400,-0.6867230137254718,31.0,59875.0,8066,1161,2127,3155,1623,2878,1970,908,2.76,11528.97,439,705,719,1015,1754,6248,0,401,4373,151,2680,569800.0,558,609,3600,3114,486,575,3178,3178,3178,3178,3178,1021,430,399,2878,0,7834
85,06037113101,113101,-0.7174313498704399,34.0,105781.0,3699,613,718,1529,839,1091,914,177,3.23,4229.253,61,180,339,511,792,2790,7,131,1828,106,1200,625200.0,47,54,1512,1432,80,22,1165,1165,1165,1165,1165,415,95,193,1141,50,3563
86,06037113102,113102,-0.9164925084906186,34.0,138333.0,2928,382,569,1288,689,972,790,182,2.99,2075.459,31,110,264,567,523,2309,5,129,1408,85,1114,865700.0,0,7,1223,1135,88,14,917,917,917,917,917,409,64,216,1000,28,3014
87,06037113211,113211,-0.7056209127061541,34.0,93009.0,3929,712,546,1686,985,1607,1169,438,2.42,1397.6629999999998,32,215,568,792,741,3007,1,150,2093,53,1166,476600.0,90,44,1602,1476,126,126,1217,1217,1217,1217,1217,650,6,393,1659,52,4587
88,06037113212,113212,-0.5928816579971901,34.0,79009.0,3272,563,647,1411,651,1088,815,273,2.9,8486.746,62,232,365,429,677,2567,21,111,1859,57,867,553800.0,107,105,1523,1379,144,160,1114,1114,1114,1114,1114,357,80,87,1088,0,3278
89,06037113213,113213,-0.9945766746573578,34.0,84274.0,5059,932,1190,2181,756,1684,1261,423,2.92,10072.58,143,350,525,666,1150,3763,0,376,2735,56,1554,520600.0,122,194,2173,1963,210,197,1814,1814,1814,1814,1814,532,42,212,1710,26,4967
90,06037113231,113231,-0.7485972682927924,33.0,105208.0,2424,534,407,1011,472,837,639,198,2.9,1523.44,49,96,229,463,616,1743,0,130,1118,108,757,655000.0,12,57,974,939,35,49,681,681,681,681,681,314,36,208,850,13,2452
91,06037113232,113232,-1.250543568744135,33.0,112105.0,4358,795,512,1975,1076,1390,1081,309,2.99,5463.763000000001,31,199,424,736,1001,3275,0,127,2174,50,1404,630200.0,70,19,1839,1758,81,72,1454,1454,1454,1454,1454,525,69,286,1419,29,4312
92,06037113233,113233,0.5427233735826782,28.0,47500.0,7624,1626,2524,2790,684,2508,1607,901,3.04,17261.5,436,717,714,641,1574,5654,0,338,4533,336,1341,322000.0,695,637,3700,3125,575,828,3147,3147,3147,3147,3147,566,105,142,2677,169,6240
93,06037113234,113234,0.09401534960342234,33.0,56375.0,4818,1215,1070,1768,765,1525,1076,449,3.1,12318.47,310,328,493,394,1299,3272,0,229,2340,72,1318,236600.0,155,269,1802,1554,248,462,1760,1760,1760,1760,1760,414,131,201,1632,107,3991
94,06037113235,113235,-0.5235286266238766,36.0,88750.0,1834,428,324,848,234,712,432,280,2.58,3313.257,25,80,287,320,457,1318,0,42,1024,54,347,518000.0,85,42,801,667,134,71,591,591,591,591,591,193,31,114,768,56,1941
95,06037113237,113237,-0.13808909592146043,36.0,82821.0,4145,831,714,1674,926,1435,951,484,2.88,2266.685,88,194,469,684,903,3061,0,199,1937,201,1286,705300.0,153,248,1485,1396,89,99,1251,1251,1251,1251,1251,496,98,280,1523,88,4230
96,06037113301,113301,-0.6907491338419139,32.0,66500.0,2960,638,700,1013,609,1120,787,333,2.6,3398.776,75,29,358,658,829,1975,0,148,1325,104,992,839100.0,173,282,1159,991,168,168,785,785,785,785,785,314,14,211,1308,188,3389
97,06037113303,113303,-0.40870958109014444,29.0,83971.0,4307,889,768,1826,824,1410,1072,338,2.93,2729.034,80,349,458,523,1075,3143,6,289,2107,92,1427,529300.0,33,60,1755,1478,277,96,1269,1269,1269,1269,1269,541,141,329,1417,7,4030
98,06037113321,113321,0.059629408443149345,29.0,68904.0,6420,1163,1769,3025,463,2495,1658,837,2.56,15860.64,135,463,817,1080,2146,4130,23,255,3569,432,1482,348300.0,530,401,3030,2696,334,382,2829,2829,2829,2829,2829,470,34,204,2536,41,6390
99,06037113322,113322,-0.7572890436699573,33.0,93795.0,4284,653,663,2030,938,1427,1051,376,2.87,6210.704000000001,101,178,480,668,806,3372,1,122,2344,85,1307,625600.0,169,4,1902,1761,141,53,1399,1399,1399,1399,1399,595,36,263,1438,11,4094
100,06037113401,113401,-0.7657902124836049,30.0,84923.0,6284,1154,1655,2477,998,1860,1498,362,3.3,6638.132,256,284,532,788,1696,4341,40,336,3247,121,1976,495400.0,145,128,2767,2420,347,289,2020,2020,2020,2020,2020,516,189,255,1912,52,5357
101,06037113421,113421,0.21249191805739692,29.0,61228.0,6810,1629,2102,2399,680,2067,1504,563,3.29,8028.85,275,539,881,372,2085,4492,9,329,3553,268,1463,477600.0,463,489,2965,2684,281,491,2749,2749,2749,2749,2749,403,126,156,2149,82,5533
102,06037113422,113422,-0.5100968904245817,32.0,74262.0,6385,1188,1540,2836,821,2063,1430,633,3.07,10861.58,358,430,618,657,1482,4594,0,329,3473,170,1740,481000.0,220,188,3055,2575,480,129,2634,2634,2634,2634,2634,603,224,234,2258,195,5657
103,06037115101,115101,-0.948641078352352,30.0,138750.0,5060,949,820,2187,1104,1616,1295,321,3.12,3375.5890000000004,68,235,398,915,1127,3801,0,212,2442,102,1704,848800.0,66,38,2185,2055,130,37,1385,1385,1385,1385,1385,609,65,335,1745,129,5301
