,Station,Address,lat,lon,zipcode,Geo_FIPS,polygon,tract_hits,zip_hits,concentrated_disadvantage,commute_time,cars_per_home,median_household_income,total_population,pop_below_18,pop_between_18_34,pop_between_34_65,pop_over_65,ev_car_count,total_sessions,total_connection_time,total_amount,total_kwh
0,AUI-10372,"2316 W Martin Luther King Jr Blvd, Los Angeles, CA",34.0107197,-118.3188814,90008,6037234000,"[(-118.24634953621441, 34.01069831480963), (-118.24670380607014, 34.00477804060828), (-118.24775303995814, 33.99891518110613), (-118.24948699463054, 33.99316618143364), (-118.25188884358278, 33.98758637943159), (-118.25493534399101, 33.98222947380512), (-118.2585970648287, 33.97714700843347), (-118.26283867380269, 33.972387877745575), (-118.26761928021256, 33.96799785785691), (-118.27289283033348, 33.9640191679052), (-118.2786085514558, 33.96049006572624), (-118.28471144028644, 33.95744448167647), (-118.29114279103118, 33.95491169404238), (-118.29784075813546, 33.952916049079576), (-118.30474094836536, 33.95147672830124), (-118.31177703666174, 33.9506075651901), (-118.31888139999998, 33.95031691304448), (-118.32598576333824, 33.9506075651901), (-118.33302185163458, 33.95147672830122), (-118.33992204186451, 33.95291604907958), (-118.34662000896877, 33.95491169404237), (-118.3530513597135, 33.95744448167647), (-118.35915424854417, 33.96049006572625), (-118.3648699696665, 33.9640191679052), (-118.37014351978742, 33.9679978578569), (-118.37492412619729, 33.97238787774558), (-118.37916573517127, 33.97714700843347), (-118.38282745600897, 33.98222947380512), (-118.3858739564172, 33.98758637943158), (-118.38827580536943, 33.99316618143364), (-118.39000976004183, 33.99891518110613), (-118.39105899392983, 34.00477804060828), (-118.39141326378557, 34.01069831480963), (-118.39106901358176, 34.01661899421219), (-118.39002941429725, 34.02248305374629), (-118.38830433892853, 34.028234002165156), (-118.38591027275412, 34.03381642673906), (-118.38287015951033, 34.039176527979215), (-118.37921318476833, 34.04426263920109), (-118.37497449843077, 34.049025725868034), (-118.37019487888186, 34.05341985983873), (-118.36492034192072, 34.057402663873646), (-118.35920169817948, 34.06093572203501), (-118.35309406326486, 34.063984951940014), (-118.3466563253598, 34.06652093519369), (-118.33995057547361, 34.068519202734244), (-118.33304150592826, 34.06996047226397), (-118.32599578301087, 34.070830835410405), (-118.31888139999998, 34.07112189275838), (-118.31176701698911, 34.07083083541041), (-118.30472129407168, 34.06996047226397), (-118.29781222452637, 34.06851920273424), (-118.29110647464017, 34.06652093519369), (-118.2846687367351, 34.06398495194001), (-118.27856110182047, 34.06093572203501), (-118.27284245807925, 34.057402663873646), (-118.2675679211181, 34.05341985983874), (-118.26278830156919, 34.04902572586804), (-118.25854961523164, 34.04426263920109), (-118.25489264048964, 34.03917652797921), (-118.25185252724583, 34.03381642673906), (-118.24945846107144, 34.02823400216516), (-118.24773338570273, 34.02248305374629), (-118.24669378641822, 34.01661899421219), (-118.24634953621441, 34.01069831480963), (-118.24634953621441, 34.01069831480963)]","[(6037207710.0, 2), (6037207900.0, 1), (6037208801.0, 1), (6037208902.0, 1), (6037209102.0, 1), (6037211000.0, 3), (6037211120.0, 2), (6037211420.0, 1), (6037211500.0, 2), (6037211910.0, 1), (6037215101.0, 1), (6037215102.0, 1), (6037216300.0, 1), (6037216700.0, 1), (6037216800.0, 2), (6037226001.0, 1), (6037226002.0, 2), (6037227010.0, 1), (6037228100.0, 4), (6037228800.0, 1), (6037229100.0, 1), (6037238000.0, 2), (6037239330.0, 1), (6037239501.0, 1), (6037239502.0, 1), (6037239702.0, 2), (6037240300.0, 2), (6037269601.0, 1), (6037269700.0, 2), (6037276100.0, 1)]","[('90001', 2), ('90003', 3), ('90004', 5), ('90011', 7), ('90014', 1), ('90015', 2), ('90017', 2), ('90020', 3), ('90021', 2), ('90034', 2), ('90035', 4), ('90036', 4), ('90044', 2), ('90045', 2), ('90047', 2), ('90057', 2)]",0.33190840913938807,31.204545454545453,0.3693221237470867,58713.77272727273,4378.386363636364,961.5909090909091,1362.3636363636363,1649.5,404.9318181818182,320.44444444444446,5,3:18,0.0,12.183
1,AUI-10263,"1231 S Hill St, Los Angeles, CA",34.0385137,-118.26189,90015-3018,6037207900,"[(-118.18933448728018, 34.03849229255772), (-118.18968887788151, 34.032572045376945), (-118.19073845890424, 34.02670921305421), (-118.19247298356751, 34.02096024043991), (-118.19487561970247, 34.015380465084704), (-118.19792311675123, 34.01002358539732), (-118.20158603396364, 34.004941144958856), (-118.20582902743172, 34.00018203790305), (-118.21061119306458, 33.99579204005801), (-118.21588646210228, 33.99181337028712), (-118.22160404530104, 33.98828428616976), (-118.22770892149285, 33.98523871782879), (-118.23414236583787, 33.982705943344484), (-118.24084251274503, 33.98071030879769), (-118.24774494814105, 33.97927099556174), (-118.25478332551937, 33.97840183701745), (-118.26189, 33.97811118640105), (-118.2689966744806, 33.978401837017444), (-118.27603505185897, 33.97927099556174), (-118.28293748725498, 33.98071030879768), (-118.28963763416213, 33.982705943344484), (-118.29607107850714, 33.985238717828786), (-118.30217595469898, 33.988284286169765), (-118.30789353789771, 33.991813370287126), (-118.31316880693542, 33.995792040058014), (-118.31795097256825, 34.00018203790305), (-118.32219396603638, 34.004941144958856), (-118.32585688324876, 34.01002358539732), (-118.32890438029753, 34.0153804650847), (-118.33130701643249, 34.02096024043991), (-118.33304154109574, 34.026709213054204), (-118.33409112211851, 34.03257204537694), (-118.33444551271982, 34.03849229255772), (-118.33410115551187, 34.04441294536506), (-118.333061222306, 34.05027697897951), (-118.33133558912394, 34.0560279023859), (-118.32894074644048, 34.06161030306604), (-118.32589964531589, 34.066970381721745), (-118.3222414807082, 34.07205647183771), (-118.31800141388484, 34.076819539025415), (-118.31322023646638, 34.081213655271306), (-118.30794397923503, 34.08519644344421), (-118.30222346940917, 34.08872948769681), (-118.29611384062436, 34.0917787057203), (-118.28967400035933, 34.094314679178844), (-118.28296605999655, 34.09631293905649), (-118.27605473310757, 34.09775420308953), (-118.26900670789475, 34.09862456292889), (-118.26189, 34.098915619173006), (-118.25477329210524, 34.09862456292889), (-118.24772526689242, 34.097754203089536), (-118.24081394000345, 34.096312939056475), (-118.23410599964065, 34.094314679178844), (-118.22766615937562, 34.091778705720294), (-118.22155653059085, 34.08872948769681), (-118.21583602076495, 34.08519644344421), (-118.21055976353362, 34.081213655271306), (-118.20577858611513, 34.07681953902541), (-118.20153851929179, 34.072056471837705), (-118.19788035468413, 34.066970381721745), (-118.1948392535595, 34.06161030306605), (-118.19244441087606, 34.05602790238589), (-118.19071877769397, 34.05027697897952), (-118.18967884448813, 34.04441294536506), (-118.18933448728018, 34.03849229255773), (-118.18933448728018, 34.03849229255772)]","[(6037185310.0, 1), (6037185320.0, 1), (6037187102.0, 1), (6037187200.0, 1), (6037187300.0, 1), (6037191204.0, 1), (6037191302.0, 1), (6037191610.0, 1), (6037191620.0, 1), (6037192410.0, 1), (6037192420.0, 1), (6037195100.0, 2), (6037195202.0, 1), (6037195300.0, 1), (6037197410.0, 1), (6037199000.0, 1), (6037199120.0, 2), (6037199202.0, 1), (6037199300.0, 1), (6037203100.0, 1), (6037204910.0, 1), (6037204920.0, 1), (6037211000.0, 2), (6037212702.0, 1), (6037212800.0, 2), (6037218220.0, 1), (6037218701.0, 1), (6037219300.0, 2), (6037232400.0, 1), (6037232500.0, 1), (6037234000.0, 1), (6037234200.0, 2), (6037234300.0, 1), (6037234502.0, 1), (6037237101.0, 1), (6037237201.0, 2), (6037237600.0, 1), (6037239310.0, 1), (6037239330.0, 2)]","[('90001', 1), ('90003', 3), ('90004', 3), ('90008', 3), ('90010', 1), ('90016', 1), ('90018', 3), ('90019', 3), ('90020', 1), ('90023', 2), ('90027', 2), ('90029', 4), ('90031', 6), ('90033', 1), ('90039', 4), ('90043', 1), ('90044', 2), ('90047', 1), ('90062', 2), ('90065', 3)]",0.385768562237182,33.12765957446808,0.47900676074355847,57541.12765957447,3769.9148936170213,816.7021276595744,968.9148936170212,1512.9574468085107,471.3404255319149,285.6170212765957,159,542:59,67.38,2846.116
2,AUI-10254,"942 S Crocker St, Los Angeles, CA",34.0351995,-118.2499719,90021,6037226002,"[(-118.17741920892395, 34.035178095211826), (-118.17777358511869, 34.0292578448085), (-118.17882312472348, 34.02339500924429), (-118.180557581379, 34.01764603340297), (-118.18296012359224, 34.01206625486978), (-118.18600750172806, 34.00670937208883), (-118.18967027619647, 34.00162692867676), (-118.19391310447534, 33.99686781880251), (-118.1986950840714, 33.99247781832847), (-118.20397014801867, 33.98849914615074), (-118.20968750904603, 33.98497005987929), (-118.21579214811825, 33.981924489664834), (-118.22222534266791, 33.97939171361223), (-118.2289252294945, 33.97739607782317), (-118.23582739701125, 33.9759567636877), (-118.24286550127056, 33.97508760459875), (-118.24997190000002, 33.974796953799974), (-118.25707829872947, 33.97508760459874), (-118.26411640298879, 33.9759567636877), (-118.27101857050553, 33.97739607782317), (-118.27771845733214, 33.97939171361223), (-118.28415165188177, 33.98192448966483), (-118.29025629095403, 33.98497005987929), (-118.2959736519814, 33.988499146150744), (-118.30124871592862, 33.99247781832847), (-118.30603069552471, 33.99686781880251), (-118.31027352380357, 34.00162692867676), (-118.313936298272, 34.00670937208882), (-118.31698367640783, 34.01206625486978), (-118.31938621862106, 34.017646033402976), (-118.32112067527656, 34.02339500924429), (-118.32217021488135, 34.029257844808505), (-118.32252459107612, 34.035178095211826), (-118.32218024663524, 34.041098751190944), (-118.32114035327079, 34.046962787896625), (-118.31941478664358, 34.05271371428604), (-118.31702003660838, 34.05829611781578), (-118.31397905335157, 34.06365619916492), (-118.3103210307113, 34.06874229179799), (-118.3060811285989, 34.0735053613088), (-118.30130013705575, 34.07789947966855), (-118.29602408507635, 34.08188226973317), (-118.29030379790008, 34.08541531564453), (-118.28419440701147, 34.088464535084995), (-118.27775481758692, 34.091000509711705), (-118.27104713857815, 34.09299877050322), (-118.26413608102139, 34.094440035191795), (-118.25708833050412, 34.095310395425564), (-118.24997190000002, 34.095601451801315), (-118.24285546949594, 34.095310395425564), (-118.23580771897866, 34.094440035191795), (-118.22889666142187, 34.092998770503215), (-118.22218898241312, 34.0910005097117), (-118.21574939298858, 34.088464535085), (-118.20964000209996, 34.08541531564453), (-118.20391971492369, 34.08188226973318), (-118.19864366294429, 34.07789947966855), (-118.19386267140115, 34.0735053613088), (-118.18962276928876, 34.068742291797996), (-118.1859647466485, 34.063656199164924), (-118.18292376339166, 34.058296117815765), (-118.18052901335645, 34.052713714286035), (-118.17880344672923, 34.046962787896625), (-118.17776355336483, 34.041098751190944), (-118.17741920892395, 34.035178095211826), (-118.17741920892395, 34.035178095211826)]","[(6037185310.0, 1), (6037185320.0, 1), (6037187102.0, 1), (6037187300.0, 1), (6037191420.0, 1), (6037192520.0, 1), (6037192610.0, 1), (6037195100.0, 1), (6037195400.0, 2), (6037195901.0, 1), (6037197200.0, 1), (6037197410.0, 1), (6037199000.0, 1), (6037199110.0, 1), (6037199202.0, 1), (6037199300.0, 1), (6037201402.0, 3), (6037211410.0, 1), (6037211703.0, 1), (6037211704.0, 1), (6037212610.0, 1), (6037212701.0, 1), (6037218120.0, 2), (6037218900.0, 1), (6037219010.0, 1), (6037219020.0, 1), (6037231400.0, 1), (6037231500.0, 1), (6037232400.0, 2), (6037232600.0, 1), (6037234000.0, 1), (6037237101.0, 1), (6037237201.0, 1), (6037237600.0, 1), (6037239310.0, 1), (6037239320.0, 1), (6037239330.0, 2)]","[('90001', 1), ('90003', 3), ('90004', 3), ('90005', 1), ('90008', 1), ('90018', 3), ('90019', 3), ('90020', 2), ('90026', 2), ('90029', 2), ('90031', 3), ('90032', 4), ('90039', 3), ('90044', 3), ('90062', 5), ('90065', 4)]",0.2518473131698531,33.0,0.5786317875923394,53107.348837209305,4229.0,906.0930232558139,1162.4883720930231,1655.7906976744187,504.6279069767442,294.30232558139534,57,115:08,214.96,497.165
3,AUI-10265,"5764 S Vermont Ave, Los Angeles, CA",33.9897875,-118.29113170000001,90037,6037232700,"[(-118.21861762522998, 33.98976613155852), (-118.21897180425916, 33.98384583701444), (-118.22002077702791, 33.977982957050045), (-118.22175430294607, 33.972233937006656), (-118.22415555976967, 33.96665411494347), (-118.22720131049265, 33.96129718978875), (-118.23086213140266, 33.95621470564618), (-118.23510269894332, 33.95145555716697), (-118.23988213248668, 33.94706552068287), (-118.24515438961751, 33.94308681553817), (-118.25086871006343, 33.93955769976169), (-118.256970103977, 33.936512103885704), (-118.26339987989033, 33.93397930635193), (-118.27009620732058, 33.93198365354757), (-118.27699470870951, 33.93054432709101), (-118.28402907513086, 33.92967516054179), (-118.2911317, 33.92938450724492), (-118.29823432486914, 33.92967516054179), (-118.3052686912905, 33.930544327091006), (-118.31216719267941, 33.93198365354756), (-118.31886352010967, 33.93397930635193), (-118.32529329602298, 33.936512103885704), (-118.33139468993657, 33.93955769976169), (-118.33710901038249, 33.94308681553817), (-118.34238126751332, 33.94706552068287), (-118.34716070105668, 33.95145555716697), (-118.35140126859734, 33.956214705646175), (-118.35506208950736, 33.96129718978875), (-118.3581078402303, 33.966654114943466), (-118.36050909705394, 33.97223393700665), (-118.36224262297206, 33.97798295705005), (-118.36329159574085, 33.983845837014435), (-118.36364577477002, 33.98976613155852), (-118.36330160505578, 33.99568683098361), (-118.36226225695079, 34.00155091003177), (-118.36053760117578, 34.007301877281776), (-118.35814411910071, 34.012884319844595), (-118.35510474895274, 34.018244438088026), (-118.351448669242, 34.023330565200084), (-118.3472110213226, 34.02809366653258), (-118.34243257362206, 34.03248781384802), (-118.33715933066907, 34.0364706298252), (-118.33144209061945, 34.040003698458314), (-118.32533595551828, 34.0430529373088), (-118.3188997990341, 34.04558892793716), (-118.31219569685116, 34.047587201247076), (-118.3052883253074, 34.049028474915225), (-118.29824433420474, 34.04989884055155), (-118.2911317, 34.050189898730615), (-118.28401906579523, 34.04989884055155), (-118.2769750746926, 34.049028474915225), (-118.27006770314881, 34.04758720124707), (-118.2633636009659, 34.04558892793716), (-118.25692744448169, 34.043052937308794), (-118.25082130938056, 34.040003698458314), (-118.24510406933094, 34.0364706298252), (-118.23983082637794, 34.032487813848014), (-118.2350523786774, 34.02809366653258), (-118.230814730758, 34.023330565200084), (-118.22715865104726, 34.018244438088026), (-118.22411928089926, 34.012884319844595), (-118.22172579882422, 34.00730187728177), (-118.22000114304922, 34.00155091003177), (-118.21896179494419, 33.995686830983615), (-118.21861762522998, 33.98976613155852), (-118.21861762522998, 33.98976613155852)]","[(6037206031.0, 3), (6037207301.0, 1), (6037207900.0, 1), (6037209520.0, 1), (6037209810.0, 1), (6037210010.0, 1), (6037213100.0, 1), (6037213202.0, 1), (6037213310.0, 1), (6037213402.0, 1), (6037218110.0, 1), (6037218120.0, 1), (6037218220.0, 1), (6037218701.0, 1), (6037219700.0, 2), (6037220000.0, 1), (6037226002.0, 3), (6037236000.0, 1), (6037236202.0, 1), (6037240900.0, 2), (6037241001.0, 1), (6037241110.0, 1), (6037241202.0, 2), (6037242000.0, 1), (6037242200.0, 2), (6037242700.0, 1)]","[('90002', 4), ('90006', 5), ('90008', 1), ('90014', 2), ('90015', 2), ('90016', 6), ('90019', 3), ('90021', 5), ('90044', 2), ('90059', 2), ('90061', 2)]",0.6041492039315911,32.94117647058823,0.3923758714364734,45696.617647058825,4248.970588235294,980.0588235294117,1264.264705882353,1610.235294117647,394.4117647058824,163.7941176470588,26,32:57,50.29,139.39600000000002
4,AUI-10218,"7150 N Shoup Ave, Los Angeles, CA",34.200029,-118.61454099999999,91303,6037134303,"[(-118.54184741425918, 34.20000746296358), (-118.54220250982016, 34.194087373012046), (-118.54325411756352, 34.1882246988451), (-118.54499197008109, 34.18247588368346), (-118.54739920213423, 34.17689626338903), (-118.55045251801013, 34.17153953464587), (-118.55412242018785, 34.16645723929977), (-118.55837349694748, 34.161698269766234), (-118.56316476601847, 34.15730840020103), (-118.56845007085943, 34.15332984787054), (-118.57417852569245, 34.149800868861746), (-118.5802950049881, 34.146755391937944), (-118.58674067270957, 34.14422269397906), (-118.59345354628329, 34.1422271200486), (-118.60036908996632, 34.14078785070615), (-118.60742083203267, 34.13991871873888), (-118.61454099999999, 34.13962807702192), (-118.6216611679673, 34.139918718738876), (-118.62871291003366, 34.14078785070615), (-118.6356284537167, 34.142227120048595), (-118.64234132729042, 34.14422269397906), (-118.64878699501189, 34.146755391937944), (-118.65490347430755, 34.149800868861746), (-118.66063192914055, 34.15332984787053), (-118.66591723398149, 34.157308400201025), (-118.67070850305251, 34.161698269766234), (-118.67495957981211, 34.166457239299774), (-118.67862948198986, 34.17153953464587), (-118.68168279786576, 34.17689626338903), (-118.6840900299189, 34.18247588368345), (-118.68582788243646, 34.188224698845104), (-118.68687949017983, 34.19408737301204), (-118.68723458574077, 34.20000746296358), (-118.68688960378786, 34.20592796101912), (-118.68584772099341, 34.21179184381488), (-118.6841188310424, 34.217542621683464), (-118.68171945474764, 34.223124883337505), (-118.67867258592983, 34.22848483058731), (-118.67500747435287, 34.23357079790203), (-118.6707593476359, 34.23833375175476), (-118.66596907467992, 34.24272776487476), (-118.66068277374498, 34.246710460761236), (-118.6549513688872, 34.25024342409261), (-118.64883009900271, 34.2532925729901), (-118.64237798422731, 34.25582848946161), (-118.635657254891, 34.25782670475765), (-118.62873274862949, 34.2592679368121), (-118.62167128159638, 34.26013827741159), (-118.61454099999999, 34.26042932723374), (-118.6074107184036, 34.260138277411585), (-118.60034925137046, 34.25926793681211), (-118.59342474510898, 34.25782670475765), (-118.58670401577267, 34.25582848946161), (-118.58025190099728, 34.2532925729901), (-118.57413063111281, 34.2502434240926), (-118.56839922625497, 34.246710460761236), (-118.56311292532007, 34.24272776487476), (-118.55832265236408, 34.23833375175476), (-118.55407452564712, 34.23357079790202), (-118.55040941407012, 34.22848483058731), (-118.54736254525231, 34.223124883337505), (-118.5449631689576, 34.21754262168347), (-118.54323427900657, 34.21179184381488), (-118.54219239621213, 34.20592796101912), (-118.54184741425918, 34.20000746296358), (-118.54184741425918, 34.20000746296358)]","[(6037113101.0, 1), (6037113211.0, 3), (6037113212.0, 2), (6037113301.0, 3), (6037113303.0, 1), (6037113321.0, 1), (6037113322.0, 2), (6037115302.0, 2), (6037131010.0, 2), (6037131020.0, 5), (6037133100.0, 2), (6037137504.0, 2), (6037138000.0, 3), (6037139301.0, 1), (6037139402.0, 2), (6037139802.0, 2)]","[('91311', 11), ('91324', 4), ('91335', 9), ('91356', 5), ('91364', 5)]",-0.5830611991173188,32.38235294117647,0.9503313991252346,90536.73529411765,4406.558823529412,902.3529411764706,927.5294117647059,1859.5882352941176,717.0882352941177,533.2941176470588,122,210:57,260.14,1142.335
5,AUI-10241,"20771 W Sherman Way, Los Angeles, CA",34.2011999,-118.45319850000001,91401-2649,6037127220,"[(-118.38050390927053, 34.20117836202231), (-118.38085900996262, 34.19525827321189), (-118.38191063245779, 34.18939560019281), (-118.38364850919768, 34.183646786173924), (-118.38605577470295, 34.178067167004926), (-118.3891091329322, 34.17271043935732), (-118.39277908595122, 34.16762814506431), (-118.3970302215465, 34.162869176528936), (-118.40182155687845, 34.158479307894815), (-118.40710693476674, 34.15450075641674), (-118.41283546873089, 34.15097177817087), (-118.41895203248176, 34.147926301910594), (-118.42539778917325, 34.14539360450715), (-118.43211075538026, 34.143398031016666), (-118.4390263944743, 34.141958761992825), (-118.44607823381794, 34.14108963021847), (-118.4531985, 34.14079898856609), (-118.46031876618208, 34.14108963021847), (-118.4673706055257, 34.14195876199282), (-118.47428624461973, 34.143398031016666), (-118.48099921082675, 34.14539360450715), (-118.48744496751824, 34.14792630191059), (-118.49356153126914, 34.150971778170856), (-118.49929006523325, 34.15450075641674), (-118.50457544312155, 34.15847930789482), (-118.50936677845353, 34.162869176528936), (-118.51361791404878, 34.167628145064306), (-118.5172878670678, 34.17271043935732), (-118.52034122529705, 34.178067167004926), (-118.52274849080231, 34.183646786173924), (-118.52448636754221, 34.18939560019281), (-118.5255379900374, 34.195258273211884), (-118.52589309072947, 34.20117836202231), (-118.52554810422917, 34.20709885895472), (-118.52450620724427, 34.21296274065591), (-118.52277729358828, 34.21871351746828), (-118.5203778842948, 34.22429577811336), (-118.51733097349585, 34.22965572440954), (-118.5136658113541, 34.23474169083307), (-118.50941762597175, 34.23950464386332), (-118.50462728681231, 34.24389865623495), (-118.49934091277255, 34.24788135145172), (-118.49360942861334, 34.25141431419586), (-118.48748807399708, 34.25446346259173), (-118.48103586987955, 34.25699937864971), (-118.47431504745647, 34.25899759362224), (-118.46739044526666, 34.260438825444645), (-118.46032888039493, 34.26130916590451), (-118.4531985, 34.26160021568006), (-118.4460681196051, 34.26130916590451), (-118.43900655473337, 34.260438825444645), (-118.43208195254353, 34.25899759362225), (-118.42536113012048, 34.25699937864971), (-118.41890892600291, 34.25446346259173), (-118.41278757138666, 34.25141431419586), (-118.40705608722745, 34.247881351451724), (-118.40176971318769, 34.24389865623495), (-118.39697937402825, 34.23950464386331), (-118.39273118864593, 34.23474169083307), (-118.38906602650418, 34.22965572440953), (-118.3860191157052, 34.22429577811336), (-118.38361970641175, 34.21871351746828), (-118.3818907927557, 34.21296274065592), (-118.38084889577082, 34.20709885895471), (-118.38050390927053, 34.20117836202231), (-118.38050390927053, 34.20117836202231)]","[(6037104404.0, 1), (6037104500.0, 1), (6037104620.0, 1), (6037104810.0, 2), (6037109601.0, 2), (6037109604.0, 2), (6037109700.0, 1), (6037109800.0, 2), (6037111400.0, 1), (6037115101.0, 4), (6037115401.0, 1), (6037117302.0, 1), (6037119202.0, 1), (6037121210.0, 2), (6037121222.0, 2), (6037121900.0, 3), (6037122420.0, 4), (6037123205.0, 1), (6037123902.0, 1), (6037124000.0, 2), (6037124102.0, 1), (6037124103.0, 1), (6037124104.0, 1), (6037125100.0, 1), (6037131300.0, 2), (6037131800.0, 2), (6037132300.0, 1), (6037132700.0, 1), (6037132900.0, 1), (6037139001.0, 1), (6037139200.0, 1), (6037139600.0, 3), (6037139701.0, 2), (6037139702.0, 1), (6037141102.0, 1), (6037141500.0, 2), (6037141600.0, 3), (6037141700.0, 3), (6037143400.0, 2), (6037143902.0, 1)]","[('91316', 6), ('91325', 5), ('91331', 6), ('91335', 6), ('91343', 3), ('91344', 2), ('91345', 4), ('91352', 6), ('91403', 3), ('91423', 4), ('91436', 5), ('91601', 1), ('91604', 3), ('91605', 6), ('91606', 2), ('91607', 4)]",-0.29313060434640975,31.272727272727273,0.9485674305729925,94287.0,4566.742424242424,979.6363636363636,1051.439393939394,1868.3939393939395,667.2727272727273,486.3181818181818,17,59:03,29.2,158.86
6,AUI-10201,"145 E Olympic Blvd, Los Angeles, CA",34.0401526,-118.25642090000001,90015,6037207900,"[(-118.18386399178246, 34.04013119124517), (-118.18421838950883, 34.03421094565801), (-118.1852679910156, 34.02834811493826), (-118.18700254931338, 34.02259914391984), (-118.18940523189914, 34.01701937013621), (-118.19245278775857, 34.01166249197867), (-118.19611577556773, 34.00658005301075), (-118.20035885073328, 34.00182094734873), (-118.20514110837416, 33.9974309508038), (-118.21041647884329, 33.99345228222316), (-118.21613417192113, 33.989923199171066), (-118.22223916538498, 33.98687763175658), (-118.22867273327104, 33.98434485804784), (-118.235373008806, 33.98234922411535), (-118.24227557668681, 33.98090991132427), (-118.2493140891414, 33.98004075304932), (-118.2564209, 33.97975010252311), (-118.2635277108586, 33.980040753049316), (-118.27056622331318, 33.98090991132427), (-118.27746879119401, 33.98234922411535), (-118.28416906672895, 33.98434485804784), (-118.29060263461501, 33.98687763175658), (-118.29670762807886, 33.98992319917106), (-118.3024253211567, 33.99345228222315), (-118.30770069162583, 33.9974309508038), (-118.31248294926671, 34.00182094734873), (-118.31672602443228, 34.00658005301075), (-118.32038901224142, 34.011662491978676), (-118.32343656810087, 34.01701937013621), (-118.32583925068658, 34.02259914391984), (-118.32757380898438, 34.02834811493826), (-118.32862341049116, 34.03421094565801), (-118.32897780821754, 34.04013119124517), (-118.3286334446954, 34.046051842483976), (-118.32759349178517, 34.05191587456973), (-118.32586782568714, 34.05766679650093), (-118.32347293718273, 34.06324919577188), (-118.32043177776434, 34.06860927309561), (-118.31677354294399, 34.073695361966806), (-118.31253339465967, 34.07845842800569), (-118.30775212531306, 34.08285254320621), (-118.30247576657042, 34.08683533044362), (-118.29675514662895, 34.09036837387593), (-118.29064540018808, 34.09341759119868), (-118.2842054358651, 34.095953564079544), (-118.27749736624466, 34.09795182350525), (-118.27058590615232, 34.09939308721413), (-118.26353774508357, 34.10026344685844), (-118.2564209, 34.100554503037465), (-118.24930405491642, 34.10026344685844), (-118.24225589384768, 34.09939308721413), (-118.23534443375533, 34.09795182350524), (-118.22863636413491, 34.095953564079544), (-118.2221963998119, 34.09341759119868), (-118.21608665337104, 34.09036837387593), (-118.21036603342957, 34.08683533044362), (-118.20508967468695, 34.08285254320621), (-118.20030840534032, 34.07845842800569), (-118.196068257056, 34.0736953619668), (-118.19241002223565, 34.06860927309561), (-118.18936886281726, 34.06324919577189), (-118.18697397431285, 34.05766679650093), (-118.18524830821482, 34.05191587456973), (-118.18420835530462, 34.04605184248397), (-118.18386399178246, 34.04013119124517), (-118.18386399178246, 34.04013119124517)]","[(6037185202.0, 1), (6037185310.0, 2), (6037187102.0, 2), (6037187300.0, 1), (6037191301.0, 1), (6037191500.0, 1), (6037191620.0, 1), (6037192420.0, 1), (6037192510.0, 1), (6037195100.0, 2), (6037195202.0, 1), (6037195300.0, 1), (6037197410.0, 1), (6037199110.0, 1), (6037199120.0, 1), (6037199202.0, 1), (6037199400.0, 1), (6037201402.0, 2), (6037211000.0, 1), (6037211500.0, 1), (6037211701.0, 1), (6037212702.0, 1), (6037212800.0, 1), (6037218110.0, 2), (6037218702.0, 1), (6037219010.0, 1), (6037219020.0, 1), (6037231500.0, 1), (6037232400.0, 2), (6037232600.0, 2), (6037234000.0, 2), (6037237101.0, 1), (6037237102.0, 1), (6037239310.0, 1), (6037239320.0, 1), (6037239330.0, 1)]","[('90001', 2), ('90003', 2), ('90004', 3), ('90005', 1), ('90005', 1), ('90008', 2), ('90018', 4), ('90019', 2), ('90020', 1), ('90027', 1), ('90029', 4), ('90031', 3), ('90032', 3), ('90037', 1), ('90039', 5), ('90044', 2), ('90062', 4), ('90065', 4)]",0.31981071516823295,32.77272727272727,0.5599194070269363,58207.954545454544,4158.386363636364,917.7954545454545,1074.2954545454545,1639.2045454545455,527.0909090909091,294.97777777777776,60,165:30,84.68,550.297
