,Station,Address,lat,lon,zipcode,Geo_FIPS,concentrated_disadvantage,commute_time,cars_per_home,median_household_income,total_population,pop_below_18,pop_between_18_34,pop_between_34_65,pop_over_65,ev_car_count
15,AUI-10237,"25820 S Western Ave, Los Angeles, CA",33.78875120000001,-118.3074043,90717,6037293307,-0.47239615812484126,29.4,0.25041194722278176,57635.0,2444.8333333333335,531.375,631.875,1023.8333333333334,257.75,625.8939393939394
16,AUI-10214,"1557 W 19th St, Los Angeles, CA",33.7270625,-118.3105717,90732,6037297000,0.07169445723585825,27.875,0.20090839461601562,55507.5,1780.2666666666667,390.06666666666666,491.8,777.2,121.2,650.8
17,AUI-10262,"12412 W Moorpark St, Los Angeles, CA",34.150277,-118.403516,91604,6037143500,-0.24744148554441034,29.434782608695652,0.6865683974612375,109357.52272727272,3562.6739130434785,704.7826086956521,791.304347826087,1477.7391304347825,588.8478260869565,662.3181818181819
18,AUI-10224,"23743 W Roscoe Blvd, Los Angeles, CA",34.219302899999995,-118.644998,91304,6037113231,-0.5419240035632479,32.25806451612903,0.675645749976824,84671.80645161291,4461.225806451613,848.9354838709677,981.3870967741935,1912.5483870967741,718.3548387096774,613.7894736842105
19,AUI-10269,"17729 Chatsworth Ave, Los Angeles, CA",34.265103700000004,-118.5208745,91344,6037111202,-0.5813073981982252,32.6031746031746,0.9780258593348674,82072.46031746031,4672.661538461539,1093.0153846153846,1054.446153846154,1916.2769230769231,608.9230769230769,468.1666666666667
20,AUI-10205,"6710 Platt Ave, Los Angeles, CA",34.1925151,-118.64253470000001,91307,6037135203,-0.5275273001958772,34.96551724137931,0.7790454250274855,90174.31034482758,4961.206896551724,966.7931034482758,1099.1724137931035,2077.793103448276,817.448275862069,716.8409090909091
21,AUI-10255,"290 N Mission Road, Los Angeles, CA",34.0506258,-118.2270707,90033,6037206032,0.2603326089357071,32.476190476190474,0.4740577710702511,55842.166666666664,4069.404761904762,862.8333333333334,1268.5238095238096,1514.0714285714287,423.9761904761905,277.6060606060606
22,AUI-10268,"17832 Plummer Street, Los Angeles, CA",34.2428198,-118.5227509,91330-8449,6037115104,-0.5106796689579103,33.806451612903224,0.9233226958996281,79888.17741935483,3884.3030303030305,849.030303030303,842.3484848484849,1607.6969696969697,585.2272727272727,528.6666666666666
23,AUI-10257,"20321 W Saticoy St, Los Angeles, CA",34.208268100000005,-118.4721919,91406,6037127300,-0.32851967302917134,31.59090909090909,0.8343941830256147,79530.74242424243,4603.681818181818,880.439393939394,1257.8181818181818,1810.9242424242425,654.5,487.19117647058823
24,AUI-10274,"651 W 1st, Los Angeles, CA",33.78102020000001,-118.26943770000001,90744,6037294810,-0.18861111175038575,29.666666666666668,0.2565682910215277,70878.07692307692,2773.769230769231,490.46153846153845,668.1538461538462,1287.0,328.15384615384613,488.2280701754386
25,AUI-10245,"9200 Venice Blvd, Los Angeles, CA",34.0263805,-118.39332390000001,90034-4000,6037270100,0.004767426445615718,28.0,0.4397235897327958,83378.71111111112,4212.673469387755,650.6938775510204,1542.1632653061224,1492.6938775510205,527.1224489795918,577.4848484848485
26,AUI-10216,"4712 W Washington Blvd, Los Angeles, CA",34.0395664,-118.34204890000001,90016,6037218600,0.37723956098588834,31.891304347826086,0.2436738663897827,54032.30434782609,3891.6739130434785,769.2391304347826,1189.7173913043478,1472.2173913043478,460.5,421.3787878787879
27,AUI-10273,"13310 W Bluff Creek Dr, Los Angeles, CA",33.9681023,-118.4262923,90293,6037275602,-0.4466518353768671,25.692307692307693,0.2964257654361655,82407.84615384616,1787.8285714285714,266.45714285714286,507.34285714285716,739.6857142857143,274.34285714285716,453.9318181818182
28,AUI-10270,"9037 Loyola Blvd, Los Angeles, CA",33.957465899999995,-118.4177188,90045,6037276604,-0.43809860475017176,26.714285714285715,0.399479967374529,90190.64285714286,1457.3529411764705,226.3235294117647,359.5,632.4117647058823,239.11764705882354,662.1333333333333
29,AUI-10232,"1724 W Century Blvd, Los Angeles, CA",33.9453286,-118.3073544,90047,6037238000,0.9576248859255098,34.18181818181818,0.48310578174958607,45583.045454545456,4365.76,1307.72,1141.64,1519.16,397.24,226.33333333333334
30,AUI-10256,"8843 S St Andrews Pl, Los Angeles, CA",33.9573684,-118.31162959999999,90047,6037238400,0.4692665748794723,33.25806451612903,0.5352533595395521,50447.93548387097,4271.666666666667,1038.5454545454545,1141.1818181818182,1625.4848484848485,466.45454545454544,241.0909090909091
31,AUI-10230,"8923 S Western Ave, Los Angeles, CA",33.9556072,-118.3092868,90047,6037238400,0.4543122367868686,33.392857142857146,0.5619250854073353,51728.78571428572,4143.548387096775,1020.2903225806451,1098.2903225806451,1588.967741935484,436.0,252.66666666666666
32,AUI-10234,"3145 S Vermont Ave, Los Angeles, CA",34.026238899999996,-118.29168100000001,90089,6037221900,0.160619844988205,32.11764705882353,0.37900555391012397,58227.60784313725,4143.792452830188,751.811320754717,1238.7924528301887,1667.5849056603774,485.60377358490564,285.8030303030303
33,AUI-10240,"3540 W 3rd St, Los Angeles, CA",34.0687591,-118.2931096,90020,6037211921,0.7422702553597761,28.90909090909091,0.3893412360159157,60790.20338983051,3441.6060606060605,686.0,972.2727272727273,1377.3636363636363,405.969696969697,440.3787878787879
34,AUI-10239,"19054 N Kittridge St, Los Angeles, CA",34.1902212,-118.5485848,91335,6037132502,-0.7779894786095314,32.44444444444444,0.957159081356939,109838.1746031746,4348.5,907.296875,876.859375,1810.484375,753.859375,595.1666666666666
35,AUI-10225,"23385 W Burbank Blvd, Los Angeles, CA",34.1722467,-118.6443485,91367,6037137302,-0.611657448362017,35.0,0.8045890469460173,96685.04347826086,3198.035714285714,636.4642857142857,762.0357142857143,1308.7142857142858,490.82142857142856,590.5849056603773
36,AUI-10223,"18401-18435 Kittridge St, Los Angeles, CA",34.1902425,-118.53350149999999,91335,6037132700,-0.5009205109328606,31.924242424242426,0.7578152352327471,101587.36363636363,4446.166666666667,969.2424242424242,965.6969696969697,1781.8333333333333,729.3939393939394,579.6417910447761
37,AUI-10203,"6813 N Hayvenhurst Ave, Los Angeles, CA",34.166923,-118.4923732,91436,6037980024,-0.591903751503314,32.121212121212125,0.8257706143183221,123899.80303030302,4098.30303030303,855.9848484848485,900.6515151515151,1684.0757575757575,657.5909090909091,692.1363636363636
38,AUI-10202,"6013 W Cadillac Ave, Los Angeles, CA",34.037672,-118.37471399999998,90034,6037270300,-0.13889867570102524,30.6,0.38794759514384386,76257.45454545454,3919.2727272727275,660.3818181818182,1087.581818181818,1584.1090909090908,587.2,572.3333333333334
39,AUI-10253,"587 S Hobart Blvd, Los Angeles, CA",34.0638047,-118.30550590000001,90006,6037211802,0.8513900866119227,29.21311475409836,0.40667034529072693,62886.472727272725,3490.125,635.359375,1003.359375,1429.0,422.40625,576.560606060606
40,AUI-10215,"609 W Alpine St, Los Angeles, CA",34.063369,-118.241175,90012,6037207103,0.27606696051273527,32.568627450980394,0.4857388832917311,54085.78431372549,3819.4313725490197,784.2352941176471,1207.5294117647059,1389.313725490196,438.3529411764706,316.1363636363636
41,AUI-10219,"6438 N Fulton Ave, Los Angeles, CA",34.18744,-118.42241200000001,91401,6037123520,-0.5295455860404811,30.660377358490567,0.9103975311124282,106831.18867924529,3695.8035714285716,781.2678571428571,838.3392857142857,1540.392857142857,535.8035714285714,545.0454545454545
42,AUI-10242,"1109 South La Brea Ave, Los Angeles, CA",34.054634,-118.34399599999999,90019,6037216200,0.06908835617336845,30.693877551020407,0.3314249945422053,76281.0612244898,3711.1632653061224,670.9795918367347,1131.6530612244899,1415.0,493.53061224489795,564.1818181818181
43,AUI-10272,"7614 N Louise Ave, Los Angeles, CA",34.2088705,-118.5096412,91406,6037131100,-0.5653066975196984,32.60606060606061,0.9218556970773523,93132.95454545454,4540.5,953.9848484848485,984.1060606060606,1890.2121212121212,712.1969696969697,583.0454545454545
44,AUI-10260,"9866 N De Soto Ave, Los Angeles, CA",34.249545,-118.5883922,91311,6037113303,-0.7138238358687506,31.660714285714285,0.9308329387534598,99503.71428571429,3760.0178571428573,766.0892857142857,851.5178571428571,1595.5,546.9107142857143,550.2321428571429
45,AUI-10258,"11118 S Main St, Los Angeles, CA",33.934146000000005,-118.2737655,90061,6037241110,0.8297349269994725,33.6,0.6172646864433946,37299.8,4622.266666666666,1302.8,1249.2,1680.4666666666667,389.8,162.77272727272728
