,Unnamed: 0,Station,Address,lat,lon,zipcode,Geo_FIPS,polygon,poly_FIPS
0,0,AUI-10372,"2316 W Martin Luther King Jr Blvd, Los Angeles, CA",34.0107197,-118.3188814,90008,6037234000,"[(-118.2864044417265, 34.010715412480586), (-118.28656183151399, 34.008064492432005), (-118.2870304473639, 34.00543918224882), (-118.28780574845102, 34.00286476162696), (-118.28888024259346, 34.00036601800873), (-118.29024355938932, 33.997967008083144), (-118.29188255094996, 33.9956908263985), (-118.29378141922679, 33.99355938330395), (-118.29592186867849, 33.9915931943454), (-118.29828328278815, 33.989811183127976), (-118.3008429227186, 33.98823049952723), (-118.30357614618823, 33.986866354981956), (-118.30645664446448, 33.98573187643754), (-118.30945669520443, 33.984837980329615), (-118.31254742872851, 33.98419326780637), (-118.3156991051893, 33.983803942184664), (-118.31888139999998, 33.98367374942424), (-118.32206369481068, 33.983803942184664), (-118.32521537127144, 33.98419326780636), (-118.32830610479553, 33.984837980329615), (-118.3313061555355, 33.98573187643753), (-118.33418665381174, 33.98686635498196), (-118.33691987728137, 33.98823049952723), (-118.3394795172118, 33.98981118312797), (-118.34184093132149, 33.9915931943454), (-118.34398138077319, 33.99355938330396), (-118.34588024905001, 33.995690826398494), (-118.34751924061062, 33.997967008083144), (-118.34888255740648, 34.00036601800873), (-118.34995705154896, 34.00286476162696), (-118.35073235263607, 34.00543918224882), (-118.35120096848598, 34.00806449243201), (-118.35135835827347, 34.010715412480586), (-118.35120297732823, 34.013366413768104), (-118.35073629312193, 34.01599196454613), (-118.34996277224785, 34.01856677587276), (-118.3488898384753, 34.02106604529123), (-118.34752780224208, 34.023465695906246), (-118.34588976222553, 34.025742608548256), (-118.34399147990682, 34.027874844777784), (-118.34185122830928, 34.02984185856924), (-118.33948961634628, 34.031624694619616), (-118.33692939045842, 34.033206171355474), (-118.33419521544519, 34.034571046858304), (-118.3313134366065, 34.03570616609241), (-118.32831182549644, 34.03660058800079), (-118.32521931175886, 34.03724569122903), (-118.32206570365375, 34.0376352574457), (-118.31888139999998, 34.037765531445096), (-118.31569709634623, 34.0376352574457), (-118.31254348824109, 34.03724569122903), (-118.30945097450352, 34.03660058800079), (-118.30644936339345, 34.03570616609241), (-118.30356758455478, 34.034571046858304), (-118.30083340954155, 34.033206171355474), (-118.29827318365366, 34.03162469461962), (-118.2959115716907, 34.02984185856924), (-118.29377132009316, 34.02787484477778), (-118.29187303777445, 34.025742608548256), (-118.29023499775789, 34.023465695906246), (-118.28887296152467, 34.02106604529123), (-118.28780002775211, 34.01856677587276), (-118.28702650687802, 34.01599196454613), (-118.28655982267175, 34.01336641376812), (-118.2864044417265, 34.010715412480586), (-118.2864044417265, 34.010715412480586)]","[6.03723172e+13 6.03723172e+13 6.03723172e+13 6.03723211e+13
 6.03723211e+13 6.03723211e+13 6.03723230e+13 6.03723260e+13
 6.03723260e+13 6.03723260e+13 6.03723720e+13 6.03723720e+13
 6.03723720e+13 6.03723720e+13 6.03723720e+13 6.03723720e+13
 6.03723480e+13 6.03723480e+13 6.03723480e+13 6.03723490e+13
 6.03723470e+13 6.03723470e+13 6.03723470e+13 6.03770320e+13
 6.03770320e+13 6.03770320e+13 6.03770310e+13 6.03770320e+13
 6.03770320e+13 6.03770310e+13 6.03723640e+13 6.03723640e+13
 6.03723640e+13 6.03723620e+13 6.03723620e+13 6.03723620e+13
 6.03723620e+13 6.03721970e+13 6.03722000e+13 6.03722000e+13
 6.03722000e+13 6.03722000e+13 6.03721870e+13 6.03721870e+13
 6.03721870e+13 6.03721870e+13 6.03721880e+13 6.03721880e+13
 6.03721880e+13 6.03722140e+13 6.03722140e+13 6.03722140e+13
 6.03722150e+13 6.03722150e+13 6.03722150e+13 6.03722220e+13
 6.03722220e+13 6.03722190e+13 6.03722190e+13 6.03722270e+13
 6.03722270e+13 6.03722270e+13 6.03723122e+13 6.03723122e+13
 6.03723172e+13 6.03723172e+13]"
1,1,AUI-10263,"1231 S Hill St, Los Angeles, CA",34.0385137,-118.26189,90015-3018,6037207900,"[(-118.22940245264097, 34.0385094080193), (-118.22955989479523, 34.035858500015806), (-118.23002866444632, 34.03323320184573), (-118.23080421924988, 34.030658793085706), (-118.23187906454538, 34.02816006105785), (-118.23324282651838, 34.025761062331576), (-118.23488235296767, 34.02348489133766), (-118.23678184067471, 34.021353458311275), (-118.23892298812123, 34.01938727868932), (-118.24128517206437, 34.01760527597462), (-118.24384564625697, 34.01602459994834), (-118.24657976039468, 34.01466046196436), (-118.249461197186, 34.013525988893825), (-118.25246222527498, 34.01263209711003), (-118.2555539656004, 34.011987387711535), (-118.25870666865386, 34.01159806397924), (-118.26189, 34.01146787185106), (-118.26507333134612, 34.01159806397924), (-118.26822603439962, 34.01198738771154), (-118.27131777472499, 34.01263209711002), (-118.27431880281398, 34.013525988893825), (-118.27720023960532, 34.01466046196436), (-118.27993435374302, 34.01602459994833), (-118.28249482793562, 34.01760527597462), (-118.28485701187877, 34.01938727868933), (-118.2869981593253, 34.021353458311275), (-118.28889764703234, 34.02348489133766), (-118.29053717348161, 34.025761062331576), (-118.29190093545462, 34.02816006105783), (-118.2929757807501, 34.03065879308571), (-118.29375133555362, 34.03323320184574), (-118.29422010520477, 34.0358585000158), (-118.29437754735903, 34.0385094080193), (-118.29422211680205, 34.04116039734701), (-118.29375528144371, 34.04378593636446), (-118.29298150929466, 34.04636073623943), (-118.29190822650907, 34.048859994619505), (-118.29054574685493, 34.051259634707776), (-118.28890717325469, 34.053536537426375), (-118.2870082723094, 34.05566876442035), (-118.28486732298839, 34.05763576974108), (-118.28250494092059, 34.059418598154615), (-118.27994387996691, 34.06100006814862), (-118.27720881298065, 34.062364937857495), (-118.27432609387058, 34.06350005229027), (-118.27132350327157, 34.06439447042651), (-118.2682299802912, 34.06503957094014), (-118.26507534294424, 34.065429135519956), (-118.26189, 34.0655594089724), (-118.25870465705574, 34.065429135519956), (-118.2555500197088, 34.065039570940144), (-118.25245649672841, 34.06439447042651), (-118.24945390612939, 34.06350005229027), (-118.24657118701934, 34.062364937857495), (-118.2438361200331, 34.06100006814862), (-118.24127505907944, 34.059418598154615), (-118.2389126770116, 34.05763576974108), (-118.23677172769058, 34.05566876442035), (-118.23487282674529, 34.053536537426375), (-118.23323425314507, 34.051259634707776), (-118.23187177349094, 34.048859994619505), (-118.23079849070534, 34.046360736239436), (-118.2300247185563, 34.043785936364465), (-118.22955788319796, 34.041160397347), (-118.22940245264097, 34.0385094080193), (-118.22940245264097, 34.0385094080193)]","[6.03720603e+13 6.03720603e+13 6.03720603e+13 6.03720603e+13
 6.03720603e+13 6.03720603e+13 6.03720603e+13 6.03720603e+13
 6.03720603e+13 6.03722701e+13 6.03722701e+13 6.03722810e+13
 6.03722702e+13 6.03722821e+13 6.03722821e+13 6.03722831e+13
 6.03722831e+13 6.03722831e+13 6.03722841e+13 6.03722841e+13
 6.03723110e+13 6.03723110e+13 6.03723110e+13 6.03722270e+13
 6.03722270e+13 6.03722270e+13 6.03722270e+13 6.03722190e+13
 6.03722190e+13 6.03722181e+13 6.03722160e+13 6.03722160e+13
 6.03722160e+13 6.03722122e+13 6.03722122e+13 6.03722122e+13
 6.03721332e+13 6.03721340e+13 6.03721340e+13 6.03721220e+13
 6.03721220e+13 6.03720872e+13 6.03720880e+13 6.03720880e+13
 6.03720880e+13 6.03720840e+13 6.03720840e+13 6.03720830e+13
 6.03720830e+13 6.03720800e+13 6.03720800e+13 6.03720800e+13
 6.03719760e+13 6.03720710e+13 6.03720710e+13 6.03720710e+13
 6.03720710e+13 6.03720602e+13 6.03720603e+13 6.03720603e+13
 6.03720603e+13 6.03720603e+13 6.03720603e+13 6.03720603e+13
 6.03720603e+13 6.03720603e+13]"
2,2,AUI-10254,"942 S Crocker St, Los Angeles, CA",34.0351995,-118.2499719,90021,6037226002,"[(-118.21748561606482, 34.03519520855141), (-118.217643051971, 34.032544299111386), (-118.21811180327154, 34.02991899950862), (-118.2188873278032, 34.027344589333914), (-118.21996213120131, 34.02484585592374), (-118.22132584005853, 34.02244685586184), (-118.22296530268822, 34.020170683592916), (-118.22486471648871, 34.01803924936578), (-118.22700578065485, 34.01607306863031), (-118.22936787274622, 34.01429106490155), (-118.23192824739986, 34.01271038797192), (-118.23466225526859, 34.01134624920543), (-118.23754358008213, 34.010211775482055), (-118.24054449155993, 34.009317883182554), (-118.24363611176004, 34.00867317341139), (-118.24678869232686, 34.00828384945377), (-118.24997190000002, 34.008153657250176), (-118.25315510767321, 34.00828384945377), (-118.25630768824, 34.00867317341138), (-118.25939930844011, 34.00931788318255), (-118.2624002199179, 34.010211775482055), (-118.26528154473145, 34.011346249205424), (-118.26801555260016, 34.01271038797192), (-118.2705759272538, 34.01429106490155), (-118.27293801934522, 34.01607306863031), (-118.27507908351132, 34.01803924936577), (-118.27697849731182, 34.020170683592916), (-118.27861795994153, 34.02244685586183), (-118.27998166879871, 34.02484585592374), (-118.28105647219685, 34.027344589333914), (-118.28183199672853, 34.02991899950862), (-118.28230074802904, 34.03254429911139), (-118.28245818393522, 34.03519520855141), (-118.28230275929762, 34.03784619930546), (-118.28183594197378, 34.0404717397255), (-118.28106219980535, 34.04304654096624), (-118.2799889586618, 34.04554580066275), (-118.27862653191389, 34.04794544200646), (-118.27698802197753, 34.05022234590853), (-118.2750891948429, 34.052354574003964), (-118.27294832876994, 34.05432158033492), (-118.27058603858623, 34.05610440965923), (-118.26802507726745, 34.05768588045728), (-118.26529011670584, 34.05905075085715), (-118.26240750978315, 34.06018586586254), (-118.25940503605064, 34.061080284448636), (-118.25631163348682, 34.06172538528602), (-118.25315711894261, 34.062114950061044), (-118.24997190000002, 34.062245223578714), (-118.24678668105746, 34.06211495006105), (-118.24363216651322, 34.06172538528602), (-118.24053876394943, 34.061080284448636), (-118.23753629021691, 34.06018586586254), (-118.23465368329421, 34.059050750857146), (-118.2319187227326, 34.05768588045728), (-118.2293577614138, 34.056104409659234), (-118.22699547123011, 34.05432158033492), (-118.22485460515712, 34.052354574003964), (-118.22295577802251, 34.05022234590854), (-118.22131726808615, 34.04794544200647), (-118.21995484133826, 34.04554580066275), (-118.21888160019472, 34.04304654096623), (-118.21810785802627, 34.0404717397255), (-118.2176410407024, 34.03784619930546), (-118.21748561606482, 34.03519520855141), (-118.21748561606482, 34.03519520855141)]","[6.03720460e+13 6.03720460e+13 6.03720470e+13 6.03720511e+13
 6.03720605e+13 6.03720605e+13 6.03720605e+13 6.03720603e+13
 6.03720603e+13 6.03753240e+13 6.03753240e+13 6.03753240e+13
 6.03753240e+13 6.03722810e+13 6.03722810e+13 6.03722810e+13
 6.03722822e+13 6.03722821e+13 6.03722821e+13 6.03722831e+13
 6.03722831e+13 6.03722831e+13 6.03722841e+13 6.03722841e+13
 6.03723110e+13 6.03723110e+13 6.03723110e+13 6.03722470e+13
 6.03722470e+13 6.03722470e+13 6.03722470e+13 6.03722441e+13
 6.03722441e+13 6.03722432e+13 6.03722432e+13 6.03722432e+13
 6.03722432e+13 6.03720982e+13 6.03720952e+13 6.03720940e+13
 6.03720940e+13 6.03720890e+13 6.03720910e+13 6.03720910e+13
 6.03720830e+13 6.03720800e+13 6.03720800e+13 6.03720800e+13
 6.03720800e+13 6.03720710e+13 6.03720710e+13 6.03720710e+13
 6.03720710e+13 6.03720602e+13 6.03720602e+13 6.03720602e+13
 6.03720350e+13 6.03720603e+13 6.03720603e+13 6.03720603e+13
 6.03720603e+13 6.03720605e+13 6.03720460e+13 6.03720460e+13
 6.03720460e+13 6.03720460e+13]"
3,3,AUI-10265,"5764 S Vermont Ave, Los Angeles, CA",33.9897875,-118.2911317,90037,6037232700,"[(-118.25866270696524, 33.98978321583857), (-118.25882005736177, 33.98713228672171), (-118.25928855752048, 33.984506967494305), (-118.260063667759, 33.98193253794218), (-118.26113789775984, 33.97943378559805), (-118.26250087968803, 33.97703476724099), (-118.26413946889888, 33.97475857750776), (-118.26603787123275, 33.972627126833366), (-118.26817779564423, 33.97066093084569), (-118.27053863067584, 33.96887891322697), (-118.27309764306416, 33.967298223923784), (-118.2758301965625, 33.96593407443884), (-118.27870998887632, 33.964799591773385), (-118.28170930444253, 33.963905692410066), (-118.28479928063847, 33.96326097753433), (-118.28795018488381, 33.962871650490186), (-118.2911317, 33.96274145725378), (-118.29431321511616, 33.962871650490186), (-118.29746411936152, 33.96326097753433), (-118.30055409555747, 33.96390569241006), (-118.30355341112369, 33.96479959177339), (-118.3064332034375, 33.96593407443885), (-118.30916575693583, 33.96729822392379), (-118.31172476932413, 33.96887891322696), (-118.31408560435574, 33.97066093084569), (-118.31622552876725, 33.972627126833366), (-118.31812393110113, 33.97475857750776), (-118.31976252031194, 33.97703476724098), (-118.32112550224016, 33.97943378559805), (-118.322199732241, 33.98193253794218), (-118.32297484247952, 33.98450696749431), (-118.32344334263823, 33.9871322867217), (-118.32360069303475, 33.98978321583857), (-118.323445349408, 33.99243422613017), (-118.3229787789001, 33.99505978576229), (-118.32220544703802, 33.99763460571051), (-118.3211327757973, 34.0001338834394), (-118.31977107311063, 34.00253354197967), (-118.31813343446215, 34.004810462092706), (-118.31623561748191, 34.00694270527541), (-118.31409589072042, 34.00890972544424), (-118.31173485803964, 34.01069256724416), (-118.30917526029842, 34.012274049055776), (-118.30644175623816, 34.01363892892073), (-118.30356068468302, 34.014774051769635), (-118.3005598103565, 34.01566847651796), (-118.29746805578363, 34.01631358178998), (-118.29431522188678, 34.01670314923898), (-118.2911317, 34.016833423650176), (-118.28794817811323, 34.01670314923897), (-118.28479534421635, 34.01631358178998), (-118.28170358964348, 34.015668476517966), (-118.27870271531701, 34.01477405176963), (-118.27582164376183, 34.01363892892073), (-118.27308813970161, 34.01227404905578), (-118.27052854196036, 34.01069256724416), (-118.26816750927958, 34.00890972544424), (-118.2660277825181, 34.00694270527541), (-118.26412996553785, 34.004810462092706), (-118.26249232688937, 34.002533541979666), (-118.26113062420269, 34.0001338834394), (-118.26005795296199, 33.9976346057105), (-118.25928462109991, 33.99505978576229), (-118.258818050592, 33.99243422613018), (-118.25866270696524, 33.98978321583857), (-118.25866270696524, 33.98978321583857)]","[6.03722942e+13 6.03723920e+13 6.03723920e+13 6.03723920e+13
 6.03723933e+13 6.03723933e+13 6.03723933e+13 6.03723950e+13
 6.03723950e+13 6.03723960e+13 6.03723970e+13 6.03723970e+13
 6.03723970e+13 6.03723832e+13 6.03723832e+13 6.03723832e+13
 6.03723832e+13 6.03723820e+13 6.03723820e+13 6.03723820e+13
 6.03723820e+13 6.03723810e+13 6.03723790e+13 6.03723790e+13
 6.03723790e+13 6.03723790e+13 6.03723520e+13 6.03723520e+13
 6.03723480e+13 6.03723480e+13 6.03723480e+13 6.03723470e+13
 6.03723460e+13 6.03723460e+13 6.03723450e+13 6.03723450e+13
 6.03723450e+13 6.03723450e+13 6.03723400e+13 6.03723150e+13
 6.03723150e+13 6.03723150e+13 6.03723140e+13 6.03723130e+13
 6.03723130e+13 6.03723130e+13 6.03723121e+13 6.03723122e+13
 6.03723122e+13 6.03723122e+13 6.03723122e+13 6.03723110e+13
 6.03723110e+13 6.03723110e+13 6.03723110e+13 6.03722842e+13
 6.03722832e+13 6.03722832e+13 6.03722860e+13 6.03722860e+13
 6.03722920e+13 6.03722920e+13 6.03722942e+13 6.03722942e+13
 6.03722942e+13 6.03722942e+13]"
4,4,AUI-10218,"7150 N Shoup Ave, Los Angeles, CA",34.200029,-118.614541,91303,6037134303,"[(-118.58199162883881, 34.20002468203695), (-118.58214937673205, 34.19737384412198), (-118.58261904434197, 34.19474861585491), (-118.58339608045375, 34.19217427611787), (-118.58447297593615, 34.18967561153379), (-118.58583933705071, 34.18727667797628), (-118.58748198641786, 34.18500056919202), (-118.58938509063432, 34.182869194752726), (-118.59153031328557, 34.180903069461294), (-118.59389699185994, 34.17912111622472), (-118.59646233684741, 34.17754048427518), (-118.59920165110293, 34.17617638447227), (-118.60208856736476, 34.17504194325522), (-118.60509530165419, 34.1741480766342), (-118.60819292013576, 34.17350338541926), (-118.61135161689626, 34.17311407268183), (-118.61454099999999, 34.17298388423279), (-118.61773038310369, 34.17311407268182), (-118.62088907986421, 34.17350338541925), (-118.6239866983458, 34.1741480766342), (-118.62699343263522, 34.17504194325522), (-118.62988034889706, 34.17617638447227), (-118.63261966315257, 34.17754048427517), (-118.63518500814006, 34.179121116224714), (-118.63755168671439, 34.180903069461294), (-118.63969690936567, 34.182869194752726), (-118.64160001358213, 34.18500056919202), (-118.64324266294926, 34.18727667797627), (-118.64460902406383, 34.18967561153379), (-118.64568591954622, 34.19217427611787), (-118.64646295565801, 34.19474861585491), (-118.64693262326794, 34.19737384412198), (-118.64709037116118, 34.20002468203695), (-118.64693465094747, 34.20267560177283), (-118.64646693309453, 34.20530107235832), (-118.6456916938892, 34.207875805599116), (-118.6446163734086, 34.21037499975018), (-118.64325130486475, 34.21277457858696), (-118.64160961596447, 34.21505142356506), (-118.63970710320082, 34.217183596821265), (-118.63756208025902, 34.21915055285461), (-118.63519520197605, 34.22093333683311), (-118.63262926553648, 34.22251476759972), (-118.62988899081458, 34.22387960359666), (-118.62700078198219, 34.225014690093225), (-118.62399247269082, 34.22590908628147), (-118.62089305730231, 34.226554171000366), (-118.6177324107841, 34.22694372605634), (-118.61454099999999, 34.227073996326354), (-118.61134958921589, 34.22694372605635), (-118.60818894269764, 34.22655417100037), (-118.60508952730918, 34.22590908628146), (-118.6020812180178, 34.22501469009323), (-118.59919300918541, 34.22387960359666), (-118.5964527344635, 34.22251476759971), (-118.59388679802395, 34.22093333683312), (-118.59151991974097, 34.21915055285461), (-118.58937489679917, 34.21718359682127), (-118.58747238403552, 34.21505142356506), (-118.58583069513524, 34.21277457858696), (-118.58446562659138, 34.210374999750194), (-118.58339030611077, 34.207875805599116), (-118.58261506690542, 34.205301072358324), (-118.5821473490525, 34.20267560177283), (-118.58199162883881, 34.20002468203695), (-118.58199162883881, 34.20002468203695)]","[6.03713480e+13 6.03713480e+13 6.03713490e+13 6.03713490e+13
 6.03713490e+13 6.03713491e+13 6.03713491e+13 6.03713491e+13
 6.03713491e+13 6.03713710e+13 6.03713710e+13 6.03713710e+13
 6.03713710e+13 6.03713710e+13 6.03713720e+13 6.03713720e+13
 6.03713720e+13 6.03713720e+13 6.03713720e+13 6.03793040e+13
 6.03713730e+13 6.03713730e+13 6.03713730e+13 6.03713730e+13
 6.03713730e+13 6.03713520e+13 6.03713520e+13 6.03713520e+13
 6.03713520e+13 6.03713520e+13 6.03713520e+13 6.03713442e+13
 6.03713442e+13 6.03713442e+13 6.03713442e+13 6.03713442e+13
 6.03713442e+13 6.03713442e+13 6.03713442e+13 6.03713442e+13
 6.03713442e+13 6.03711323e+13 6.03711323e+13 6.03711323e+13
 6.03711323e+13 6.03711323e+13 6.03711323e+13 6.03798002e+13
 6.03798002e+13 6.03711323e+13 6.03711323e+13 6.03711323e+13
 6.03711323e+13 6.03711323e+13 6.03711323e+13 6.03711323e+13
 6.03713420e+13 6.03713420e+13 6.03713420e+13 6.03713420e+13
 6.03713420e+13 6.03713400e+13 6.03713471e+13 6.03713471e+13
 6.03713480e+13 6.03713480e+13]"
5,5,AUI-10241,"20771 W Sherman Way, Los Angeles, CA",34.2011999,-118.4531985,91401-2649,6037127220,"[(-118.42064867884345, 34.201195581848225), (-118.42080642896204, 34.19854474444194), (-118.4212761031079, 34.19591951668221), (-118.42205315000164, 34.19334517744612), (-118.42313006040669, 34.19084651335153), (-118.42449644043955, 34.188447580267), (-118.4261391125374, 34.18617147193425), (-118.42804224307726, 34.18404009792017), (-118.43018749539058, 34.18207397302306), (-118.43255420667991, 34.1802920201456), (-118.43511958712031, 34.17871138851595), (-118.4378589392258, 34.177347288990184), (-118.44074589537095, 34.176212848004305), (-118.44375267119395, 34.17531898156592), (-118.44685033246073, 34.17467429048296), (-118.4500090728475, 34.17428497782533), (-118.4531985, 34.174154789403), (-118.4563879271525, 34.17428497782533), (-118.45954666753927, 34.174674290482955), (-118.46264432880605, 34.17531898156592), (-118.46565110462905, 34.17621284800431), (-118.46853806077416, 34.177347288990184), (-118.47127741287969, 34.17871138851595), (-118.47384279332012, 34.1802920201456), (-118.47620950460941, 34.18207397302306), (-118.47835475692277, 34.18404009792017), (-118.4802578874626, 34.186171471934244), (-118.48190055956047, 34.188447580266995), (-118.4832669395933, 34.19084651335153), (-118.48434384999835, 34.19334517744612), (-118.4851208968921, 34.19591951668221), (-118.48559057103796, 34.19854474444193), (-118.48574832115658, 34.201195581848225), (-118.48559259883454, 34.20384650107905), (-118.48512487455821, 34.206471971167865), (-118.48434962467464, 34.209046703925075), (-118.48327428936231, 34.21154589761), (-118.48190920197476, 34.21394547600225), (-118.48026749039921, 34.2162223205613), (-118.4783649513463, 34.218354493427505), (-118.47621989875394, 34.22032144910315), (-118.4738529877445, 34.22210423275918), (-118.47128701581785, 34.22368566324111), (-118.46854670319055, 34.22505049899339), (-118.46565845440024, 34.22618558528722), (-118.46265010348439, 34.22707998131618), (-118.45955064520696, 34.22772506592046), (-118.45638995494993, 34.22811462090732), (-118.4531985, 34.22824489115423), (-118.45000704505007, 34.22811462090732), (-118.44684635479304, 34.22772506592046), (-118.44374689651563, 34.22707998131618), (-118.44073854559976, 34.226185585287205), (-118.43785029680944, 34.22505049899338), (-118.43510998418215, 34.22368566324111), (-118.4325440122555, 34.222104232759186), (-118.43017710124606, 34.22032144910315), (-118.4280320486537, 34.218354493427505), (-118.42612950960078, 34.2162223205613), (-118.42448779802524, 34.21394547600225), (-118.42312271063771, 34.211545897609994), (-118.42204737532539, 34.209046703925075), (-118.42127212544179, 34.20647197116787), (-118.42080440116546, 34.20384650107904), (-118.42064867884345, 34.201195581848225), (-118.42064867884345, 34.201195581848225)]","[6.03712200e+13 6.03712341e+13 6.03712341e+13 6.03712342e+13
 6.03712351e+13 6.03712352e+13 6.03712360e+13 6.03712360e+13
 6.03712360e+13 6.03712860e+13 6.03712860e+13 6.03712860e+13
 6.03712860e+13 6.03712850e+13 6.03712850e+13 6.03712840e+13
 6.03712840e+13 6.03712840e+13 6.03712840e+13 6.03712840e+13
 6.03712840e+13 6.03798002e+13 6.03798002e+13 6.03798002e+13
 6.03798002e+13 6.03798002e+13 6.03798002e+13 6.03712761e+13
 6.03712761e+13 6.03712761e+13 6.03712760e+13 6.03712760e+13
 6.03712740e+13 6.03712740e+13 6.03712740e+13 6.03798001e+13
 6.03798001e+13 6.03712740e+13 6.03712740e+13 6.03712740e+13
 6.03712740e+13 6.03711740e+13 6.03711741e+13 6.03711741e+13
 6.03711753e+13 6.03711753e+13 6.03711753e+13 6.03712011e+13
 6.03712010e+13 6.03712011e+13 6.03712011e+13 6.03711990e+13
 6.03711990e+13 6.03711990e+13 6.03712040e+13 6.03712040e+13
 6.03712040e+13 6.03711970e+13 6.03711970e+13 6.03712200e+13
 6.03712200e+13 6.03712200e+13 6.03712200e+13 6.03712200e+13
 6.03712200e+13 6.03712200e+13]"
6,6,AUI-10201,"145 E Olympic Blvd, Los Angeles, CA",34.0401526,-118.2564209,90015,6037207900,"[(-118.22393272779063, 34.04014830775615), (-118.22409017303497, 34.037497400463046), (-118.22455895176176, 34.0348721030015), (-118.22533452153682, 34.03229769494105), (-118.22640938755346, 34.029798963596754), (-118.22777317579587, 34.027399965531), (-118.22941273380836, 34.02512379516763), (-118.2313122580673, 34.022992362735046), (-118.23345344670172, 34.02102618366376), (-118.2358156760719, 34.01924418145051), (-118.23837619949339, 34.01766350587096), (-118.24111036618844, 34.01629936827396), (-118.24399185836054, 34.01516489552628), (-118.24699294412181, 34.0142710039975), (-118.25008474385747, 34.013626294783315), (-118.25323750748902, 34.01323697116246), (-118.2564209, 34.01310677907157), (-118.25960429251097, 34.01323697116245), (-118.26275705614252, 34.01362629478331), (-118.26584885587818, 34.01427100399751), (-118.26884994163947, 34.01516489552628), (-118.27173143381155, 34.01629936827397), (-118.27446560050657, 34.01766350587096), (-118.2770261239281, 34.01924418145051), (-118.27938835329827, 34.02102618366376), (-118.28152954193268, 34.022992362735046), (-118.28342906619163, 34.02512379516764), (-118.28506862420411, 34.02739996553101), (-118.28643241244653, 34.029798963596754), (-118.28750727846317, 34.03229769494105), (-118.28828284823823, 34.0348721030015), (-118.28875162696501, 34.03749740046306), (-118.28890907220936, 34.04014830775615), (-118.28875363872487, 34.04279929637848), (-118.28828679444717, 34.0454248347023), (-118.2875130074707, 34.0479996339019), (-118.28643970409018, 34.05049889163094), (-118.2850771982703, 34.05289853109838), (-118.28343859318386, 34.0551754332317), (-118.2815396557341, 34.057307659680994), (-118.27939866524119, 34.05927466450214), (-118.27703623773034, 34.061057492465274), (-118.27447512750035, 34.062638962061655), (-118.27174000787974, 34.06400383142881), (-118.26885723328532, 34.06513894557843), (-118.2658545848877, 34.06603336349219), (-118.26276100235303, 34.066678463845726), (-118.25960630427164, 34.067068028329004), (-118.2564209, 34.06719830174919), (-118.25323549572835, 34.067068028329), (-118.25008079764697, 34.06667846384573), (-118.24698721511228, 34.066033363492195), (-118.24398456671467, 34.06513894557843), (-118.24110179212028, 34.06400383142881), (-118.23836667249964, 34.062638962061655), (-118.23580556226965, 34.06105749246528), (-118.2334431347588, 34.05927466450214), (-118.2313021442659, 34.057307659681), (-118.2294032068161, 34.0551754332317), (-118.22776460172969, 34.05289853109838), (-118.2264020959098, 34.050498891630944), (-118.2253287925293, 34.047999633901895), (-118.22455500555282, 34.04542483470231), (-118.22408816127515, 34.04279929637848), (-118.22393272779063, 34.04014830775615), (-118.22393272779063, 34.04014830775615)]","[6.03720605e+13 6.03720605e+13 6.03720605e+13 6.03720605e+13
 6.03720603e+13 6.03720603e+13 6.03720603e+13 6.03720603e+13
 6.03720603e+13 6.03720603e+13 6.03720603e+13 6.03722701e+13
 6.03722701e+13 6.03722810e+13 6.03722702e+13 6.03722821e+13
 6.03722821e+13 6.03722670e+13 6.03722831e+13 6.03722831e+13
 6.03722841e+13 6.03723110e+13 6.03723110e+13 6.03723110e+13
 6.03722270e+13 6.03722470e+13 6.03722470e+13 6.03722190e+13
 6.03722182e+13 6.03722182e+13 6.03722171e+13 6.03722160e+13
 6.03722112e+13 6.03722112e+13 6.03722111e+13 6.03721340e+13
 6.03721340e+13 6.03721340e+13 6.03720951e+13 6.03720940e+13
 6.03720880e+13 6.03720880e+13 6.03720880e+13 6.03720840e+13
 6.03720840e+13 6.03720840e+13 6.03720830e+13 6.03720800e+13
 6.03720800e+13 6.03719760e+13 6.03719760e+13 6.03719770e+13
 6.03719770e+13 6.03720710e+13 6.03720710e+13 6.03720710e+13
 6.03720602e+13 6.03720602e+13 6.03720602e+13 6.03720350e+13
 6.03720603e+13 6.03720603e+13 6.03720603e+13 6.03720603e+13
 6.03720605e+13 6.03720605e+13]"
